forecast_hour,feature,MAE,RMSE,R2
22,ev_power_kw,3.6980856335447845,5.338110768087606,0.6529144533727094
22,price_usd_per_kwh,0.003728062435449435,0.0053762909355365394,0.49807833947410907
23,pv_power_kw,0.0331123155468857,0.09116664457017579,0.7907020525832347
23,load_kw,0.054069807007195846,0.07125085308151913,0.6919208808314077
23,ev_power_kw,3.776805448597026,5.451816059101885,0.63796235602181
23,price_usd_per_kwh,0.0037281093276808914,0.005376310201077848,0.4983173998811342
24,pv_power_kw,0.0331123155468857,0.0911666445701758,0.7907020525832347
24,load_kw,0.054097326110026385,0.07126198041717562,0.6917281911305132
24,ev_power_kw,3.510689684009781,5.064849845316533,0.6875661544028779
24,price_usd_per_kwh,0.003728838517946342,0.005376673208771935,0.4985304680575564
