method,feature,MAE,RMSE,R2,NMAE_percent,NRMSE_percent
Daily_seasonal,pv_power_kw,0.03363381051027985,0.09305753006242867,0.7820950454517785,26.635426241737548,73.69450385226273
Daily_seasonal,load_kw,0.053781466657038424,0.07096810396125336,0.6954603830259116,12.04663929472096,15.896315273499368
Daily_seasonal,ev_power_kw,4.219310144557128,6.199734801925642,0.5338544574551736,52.404280337613244,77.00136502126466
Daily_seasonal,price_usd_per_kwh,0.0037287715694352777,0.00537700638930778,0.5031691643421367,14.493184926802574,20.899630481960347
Weekly_seasonal,pv_power_kw,0.045244610324401476,0.11506708371237838,0.6668297036183926,35.8302988227701,91.12440055331075
Weekly_seasonal,load_kw,0.059361323884096207,0.07848085787003303,0.6275698125634082,13.296484855070885,17.579114982667015
Weekly_seasonal,ev_power_kw,4.050991356259292,6.349945119890108,0.5109927993732511,50.31374310146678,78.86699313167183
Weekly_seasonal,price_usd_per_kwh,0.00555399046009605,0.0075756488554182015,0.01379520539232959,21.58754145190512,29.445429347854834
