episode,steps,cumulative_steps,total_return,coordinator_return,mean_local_return,sum_local_return,minimum_local_return,maximum_local_return,local_update_count,coordinator_update_count,terminated_early,mg1_return,mg2_return,mg3_return,mg4_return,mg5_return,moving_average_return,moving_average_coordinator_return,moving_average_local_return,cumulative_local_updates,cumulative_coordinator_updates
13,24,312,-16194.93237240272,-7681.562095256896,-1702.6740554291646,-8513.370277145823,-1900.5768444763833,-1493.6997476661354,0,0,False,-1493.6997476661354,-1842.2475507736024,-1658.9296427752597,-1617.9164914544424,-1900.5768444763833,-18010.457611679187,-7279.584548520932,-2146.174612631651,0,0
14,24,336,-14820.420341693003,-6988.2428949860305,-1566.4354893413945,-7832.177446706973,-1772.4894876893134,-1345.4686181384336,0,0,False,-1461.1307674946388,-1680.3407497537173,-1345.4686181384336,-1572.7478236308693,-1772.4894876893134,-17782.597806680173,-7258.774430411296,-2104.7646752537757,0,0
15,24,360,-10272.846165345341,-4455.386398655115,-1163.4919533380455,-5817.459766690227,-1327.3724352638048,-1047.8243033764825,0,0,False,-1047.8243033764825,-1122.4458142109222,-1099.0740260882046,-1327.3724352638048,-1220.7431877508136,-17281.947697257852,-7071.881894960884,-2042.013160459394,0,0
16,24,384,-9848.545650358943,-3998.520103424116,-1170.0051093869654,-5850.025546934827,-1289.3675707310765,-867.438725472688,0,0,False,-867.438725472688,-1244.348663257533,-1259.3664005449596,-1289.3675707310765,-1189.5041869285697,-16817.36006932667,-6879.796782989835,-1987.5126572673666,0,0
17,24,408,-23742.576710322137,-11483.019780933795,-2451.9113858776686,-12259.556929388344,-2771.855846105305,-1963.5614057814971,0,0,False,-1963.5614057814971,-2771.855846105305,-2221.6122633816653,-2583.097189399747,-2719.4302247201304,-17224.72575409111,-7150.574606398303,-2014.8302295385608,0,0
18,24,432,-17691.530686827762,-8372.659052589546,-1863.7743268476436,-9318.871634238218,-2123.998981940027,-1574.0950300257214,0,0,False,-1574.0950300257214,-1818.5623629533643,-1809.6488065650344,-1992.5664527540703,-2123.998981940027,-17250.65936146537,-7218.468186742261,-2006.438234944621,0,0
19,24,456,-14621.5874865281,-6719.617579444317,-1580.3939814167566,-7901.969907083782,-1708.3925329546696,-1313.295880522178,0,0,False,-1313.295880522178,-1708.3925329546696,-1561.6499112934214,-1664.825136206242,-1653.8064461072706,-17112.287157521303,-7192.212891621318,-1984.0148531799962,0,0
20,24,480,-14044.224142125622,-6671.3275832961845,-1474.5793117658875,-7372.896558829438,-1682.377295190427,-1232.9725048355692,0,0,False,-1434.003706905053,-1619.3233599820253,-1232.9725048355692,-1404.2196919163625,-1682.377295190427,-16958.88400675152,-7166.168626205062,-1958.543076109291,0,0
21,24,504,-12285.85759539346,-5502.768004562345,-1356.6179181662233,-6783.089590831116,-1495.51374671807,-1289.689464387516,0,0,False,-1307.4800098156634,-1343.9669633091414,-1289.689464387516,-1346.4394066007255,-1495.51374671807,-16992.782564919013,-7182.726653933985,-1962.0111821970058,0,0
22,24,528,-13109.620329057703,-5718.259907743102,-1478.27208426292,-7391.3604213146,-1672.898844988525,-1233.3357640001034,85,17,False,-1349.617970043781,-1469.4715398388373,-1233.3357640001034,-1672.898844988525,-1666.0363024433527,-17082.06721410028,-7211.707721550662,-1974.071898509924,85,17
23,24,552,-18944.079869340487,-8921.992408166429,-2004.4174922348113,-10022.087461174056,-2275.5508882105973,-1604.8295070372328,120,24,False,-1604.8295070372328,-1992.71004876854,-1915.420749738137,-2233.5762674195494,-2275.5508882105973,-17251.298333893017,-7294.480169574992,-1991.3636328636057,205,41
24,24,576,-23658.1000572547,-4429.415696670643,-3845.736872116811,-19228.684360584055,-14609.917150388734,-1058.9230161797461,120,24,False,-14609.917150388734,-1257.2831870704495,-1058.9230161797461,-1107.7691865225438,-1194.7918204225812,-17961.302912869043,-7310.3736198468905,-2130.1858586044305,325,65
25,24,600,-19910.47216805338,-6976.681507053409,-2586.758132199994,-12933.79066099997,-6371.939297074531,-1286.1840329257352,120,24,False,-6371.939297074531,-1536.7566796837098,-1286.1840329257352,-1803.0174880341406,-1935.8931632818521,-18020.50334254088,-7213.200515770259,-2161.460565354125,445,89
26,24,624,-16198.331137426854,-5568.235505255703,-2126.01912643423,-10630.095632171151,-4756.208647799183,-1361.7941994677549,120,24,False,-1361.7941994677549,-1484.8401938851523,-4756.208647799183,-1381.9365520331905,-1645.3160389858701,-16279.54548608838,-7030.017584657415,-1849.9055802861926,565,113
27,24,648,-12871.519092566896,-5740.874746420636,-1426.128869229252,-7130.6443461462595,-1732.8294283415846,-1192.5928171786609,120,24,False,-1275.1201689763518,-1475.4170230418713,-1192.5928171786609,-1454.6849086077914,-1732.8294283415846,-15973.426946605294,-6865.7920097356955,-1821.5269873739192,685,137
28,24,672,-14080.380483828427,-6563.171923104269,-1503.4417121448319,-7517.208560724159,-1781.9817895222782,-1067.1500720830622,120,24,False,-1419.4164148879884,-1745.1526280357632,-1067.1500720830622,-1503.5076561950664,-1781.9817895222782,-15592.05530095541,-6676.928982493662,-1783.02526369235,805,161
29,24,696,-21835.00894755318,-10649.454941961107,-2237.110801118414,-11185.554005592072,-2740.478557076397,-1846.0603144883391,120,24,False,-2040.4408035248737,-2533.1367059328713,-1846.0603144883391,-2025.4376245695898,-2740.478557076397,-15848.471052115394,-6812.021972424035,-1807.2898159382712,925,185
30,24,720,-13277.66256727889,-6265.156990150229,-1402.5011154257322,-7012.505577128661,-1920.8987039748076,-1138.6125413421346,120,24,False,-1185.0284095812715,-1439.4471018404645,-1138.6125413421346,-1328.5188203899825,-1920.8987039748076,-15754.166609154161,-6763.629315005057,-1798.1074588298204,1045,209
31,24,744,-14163.421813607856,-6529.32325405316,-1526.819711910939,-7634.098559554695,-2119.832018116935,-1192.5534466981678,120,24,False,-1343.5856069224028,-1510.6596680129735,-1192.5534466981678,-1467.4678198042154,-2119.832018116935,-15978.877502853715,-6889.88158854555,-1817.7991828616327,1165,233
32,24,768,-18645.59534720158,-9163.897172352365,-1896.3396349698428,-9481.698174849214,-2497.9487825833016,-1186.1765309603006,120,24,False,-1719.754935454972,-2149.294525188079,-1186.1765309603006,-1928.52340066256,-2497.9487825833016,-16010.83564820835,-6919.978377303969,-1818.1714541808765,1285,257
33,24,792,-14699.76559049503,-6925.385210776011,-1554.876075943804,-7774.380379719019,-2014.0843451764515,-1059.4764223597144,120,24,False,-1412.746976188,-1671.3505006868802,-1059.4764223597144,-1616.7221353079738,-2014.0843451764515,-15936.077309112967,-6882.169533079925,-1810.7815552066081,1405,281
34,24,816,-16382.788716002226,-7786.159742052385,-1719.325794789968,-8596.62897394984,-2392.742963011589,-1241.7861251411564,120,24,False,-1476.3412860794583,-1765.2725372741138,-1241.7861251411564,-1720.4860624435232,-2392.742963011589,-16014.195727828428,-6922.065375433243,-1818.426070479037,1525,305
35,24,840,-22960.0358482519,-11369.477608126394,-2318.111648025101,-11590.558240125507,-2905.925649058718,-1887.766962269221,120,24,False,-2156.149943403277,-2442.389231592414,-1887.766962269221,-2198.326453801877,-2905.925649058718,-16648.55521197376,-7267.769935906808,-1876.1570552133896,1645,329
36,24,864,-13350.298819475542,-6524.178670172111,-1365.2240298606862,-6826.1201493034305,-1797.3531425689362,-994.1425921125092,120,24,False,-1314.729385948961,-1475.226071424847,-994.1425921125092,-1244.6689572481773,-1797.3531425689362,-16823.642870429583,-7394.052864244208,-1885.9180012370757,1765,353
37,24,888,-13812.285545954088,-6595.1158033468655,-1443.4339485214446,-7217.169742607222,-1992.7594596860963,-968.510967374038,120,24,False,-1313.639230602138,-1444.692641059626,-968.510967374038,-1497.5674438853234,-1992.7594596860963,-16327.128312211182,-7149.657665364861,-1835.4941293692646,1885,377
38,24,912,-12123.983065238446,-5751.038599249894,-1274.5888931977104,-6372.944465988552,-1576.936045296876,-1070.319300460499,120,24,False,-1140.0094031600718,-1341.126641606365,-1070.319300460499,-1244.553075464741,-1576.936045296876,-16048.750931131715,-7018.576642697879,-1806.034857686768,2005,401
39,24,936,-9870.512860426892,-4443.857856756733,-1085.331000734032,-5426.655003670159,-1365.7068750151427,-867.1596302660886,120,24,False,-988.9986778266244,-1115.6889267591419,-867.1596302660886,-1089.1008938031619,-1365.7068750151427,-15811.197199826656,-6904.7886565635,-1781.281708652632,2125,425
40,24,960,-22950.25366055276,-11338.916531117868,-2322.2674258869783,-11611.337129434893,-3062.9278623835276,-1659.5452687394206,120,24,False,-2080.208747484319,-2418.0308293006447,-1659.5452687394206,-2390.624421526982,-3062.9278623835276,-16256.498675748016,-7138.168103954583,-1823.6661143586866,2245,449
41,24,984,-15999.003278357814,-7822.976562671469,-1635.205343137269,-8176.026715686345,-2222.075244127873,-1114.2628558865115,120,24,False,-1608.0352797361675,-1730.5939401660278,-1114.2628558865115,-1501.0593957697643,-2222.075244127873,-16442.15595989623,-7254.17853186004,-1837.595485607239,2365,473
42,24,1008,-10786.080341004179,-4949.92620698517,-1167.2308268038018,-5836.154134019009,-1692.7582292982413,-707.9481690674937,120,24,False,-957.9847440266964,-1375.6372992150184,-707.9481690674937,-1101.8256924115587,-1692.7582292982413,-16325.978960493556,-7215.7618468221435,-1822.043422734283,2485,497
43,24,1032,-11377.756997315668,-5541.805995855268,-1167.1902002920801,-5835.9510014604,-1622.263460833986,-859.4308217014138,120,24,False,-1063.751704671481,-1234.5598719219001,-859.4308217014138,-1055.9451423316198,-1622.263460833986,-15947.662816892314,-7046.752526206585,-1780.1820581371462,2605,521
44,24,1056,-17487.620596011002,-8629.323330689676,-1771.6594530642656,-8858.297265321327,-2117.203098511775,-1436.8459635147037,120,24,False,-1639.3770423246535,-1906.4788420109467,-1436.8459635147037,-1758.3923189592485,-2117.203098511775,-15639.138843830131,-7256.7479079075365,-1676.478187184519,2725,545
45,24,1080,-22897.52157120453,-11415.909541066007,-2296.3224060277043,-11481.612030138522,-2754.2168267604807,-1917.54977956672,120,24,False,-2127.3138510097433,-2418.0034428854187,-1917.54977956672,-2264.5281299161584,-2754.2168267604807,-15788.491313987684,-7478.709309608164,-1661.9564008759044,2845,569
46,24,1104,-7724.136080982237,-3387.7772823654495,-867.2717597233575,-4336.358798616788,-1154.3891943022077,-611.3504234451425,120,24,False,-868.7614809309439,-898.4420734481874,-611.3504234451425,-803.4156264903064,-1154.3891943022077,-15364.781561165457,-7369.686398463653,-1599.0190325403607,2965,593
47,24,1128,-14091.53019418963,-6992.537918240163,-1419.7984551898935,-7098.9922759494675,-1748.636470285335,-1121.1228103391627,120,24,False,-1311.3596742366424,-1455.8401331983548,-1121.1228103391627,-1462.0331878899724,-1748.636470285335,-15425.782116246593,-7432.269557054629,-1598.7025118383924,3085,617
48,24,1152,-18504.21582725654,-9176.34801013944,-1865.57356342342,-9327.8678171171,-2341.579957576052,-1521.0381877070533,120,24,False,-1705.1320696534385,-1984.2509514667172,-1521.0381877070533,-1775.8666507138387,-2341.579957576052,-15646.973883417999,-7562.928361406388,-1616.809104402322,3205,641
49,24,1176,-9552.694338051577,-4717.481789018418,-967.042509806632,-4835.21254903316,-1207.6089896583874,-812.4959269731255,120,24,False,-940.1359935177672,-991.7315771778684,-812.4959269731255,-883.2400617060122,-1207.6089896583874,-15032.858152942921,-7266.329703759254,-1553.305689836733,3325,665
50,24,1200,-12387.431217829337,-5943.704094511073,-1288.7454246636526,-6443.727123318263,-1546.1092184638555,-1046.7536379375763,120,24,False,-1211.6364912888912,-1359.599920202485,-1046.7536379375763,-1279.6278554254552,-1546.1092184638555,-14988.346585470445,-7250.257058977297,-1547.6179052986292,3445,689
51,24,1224,-20354.488773159224,-10140.852933790764,-2042.727167873692,-10213.63583936846,-2490.345160580925,-1725.4494830426047,120,24,False,-1888.5431581832722,-2149.3600918811294,-1725.4494830426047,-1959.9379456805302,-2490.345160580925,-15297.899933448012,-7430.833542964177,-1573.4132780967666,3565,713
52,24,1248,-11229.705914261016,-5564.012657314331,-1133.1386513893372,-5665.693256946686,-1371.128725738713,-929.846048347344,120,24,False,-1043.5989146920103,-1196.299822938401,-929.846048347344,-1124.8197452302177,-1371.128725738713,-14927.10546180098,-7250.839317212274,-1535.2532289177416,3685,737
53,24,1272,-11529.644896758575,-5691.311859596276,-1167.6666074324596,-5838.333037162298,-1471.336163142726,-960.1358795684956,120,24,False,-1069.7987350469984,-1208.9091900199705,-960.1358795684956,-1128.153069384107,-1471.336163142726,-14768.599427114159,-7189.135649653288,-1515.8927554921743,3805,761
54,24,1296,-16368.91759787417,-8122.72140728418,-1649.239238117998,-8246.19619058999,-2186.7762013753186,-1286.9579779570452,120,24,False,-1561.5624463043212,-1706.272598144901,-1286.9579779570452,-1504.6269668084042,-2186.7762013753186,-14767.905871207757,-7205.963732914878,-1512.388427658576,3925,785
55,24,1320,-15211.143465877929,-7420.467598981287,-1558.1351733793285,-7790.675866896643,-1839.3031650712248,-1328.4516522263154,120,24,False,-1448.9694198086315,-1657.0873643732689,-1328.4516522263154,-1516.8642654172024,-1839.3031650712248,-14380.461252089057,-7008.513232457622,-1474.3896039262872,4045,809
56,24,1344,-14609.47372061769,-7207.641295962079,-1480.3664849311224,-7401.832424655612,-1778.7010066163919,-1255.912703697314,120,24,False,-1366.3375538878993,-1550.528013745725,-1255.912703697314,-1450.3531467082817,-1778.7010066163919,-14443.419997146168,-7042.68636374712,-1480.1467266798086,4165,833
57,24,1368,-15479.97784930642,-7566.557554386225,-1582.684058984039,-7913.420294920195,-1833.1117532108915,-1372.0254007987205,120,24,False,-1471.8992729737497,-1666.8488893712301,-1372.0254007987205,-1569.5349785656028,-1833.1117532108915,-14526.804612313785,-7091.258451299089,-1487.1092322029385,4285,857
58,24,1392,-16612.137529424654,-8252.37026863738,-1671.9534521574546,-8359.767260787274,-2024.0589944225678,-1401.3445448880402,120,24,False,-1541.2590448138442,-1760.014898084859,-1401.3445448880402,-1633.0897785779614,-2024.0589944225678,-14751.21233552309,-7216.325034768462,-1506.9774601509257,4405,881
59,24,1416,-11494.503779258475,-5459.793525080885,-1206.942050835518,-6034.71025417759,-1467.9366611091461,-1023.7922858558242,120,24,False,-1136.3811734008052,-1266.7996696390637,-1023.7922858558242,-1139.8004641727512,-1467.9366611091461,-14832.411881464668,-7267.121818184671,-1513.0580126560003,4525,905
60,24,1440,-10209.689262650769,-4918.11852869049,-1058.3141467920555,-5291.570733960278,-1376.4355428416854,-866.216161816286,120,24,False,-987.0654155510034,-1090.001034835473,-866.216161816286,-971.8525789158301,-1376.4355428416854,-14195.383661569573,-6946.081918063302,-1449.860348701254,4645,929
61,24,1464,-11559.0398156247,-5751.7137660401095,-1161.4652099169177,-5807.326049584589,-1386.7622190261945,-998.680333689823,120,24,False,-1075.8660113904832,-1220.4502259563185,-998.680333689823,-1125.56725952177,-1386.7622190261945,-13973.385488432916,-6842.5187782317325,-1426.1733420402365,4765,953
62,24,1488,-15064.51957160964,-7475.609976856899,-1517.7819189505483,-7588.909594752741,-1822.228502593017,-1285.4092109687099,120,24,False,-1405.211111431288,-1593.3615399772764,-1285.4092109687099,-1482.6992297824502,-1822.228502593017,-14187.307449963186,-6968.8029667253195,-1443.7008966475737,4885,977
63,24,1512,-16570.184763310666,-8190.206054286178,-1675.995741804898,-8379.97870902449,-2024.209867333242,-1417.5481396279904,120,24,False,-1553.4392260827444,-1760.8461444897907,-1417.5481396279904,-1623.9353314907216,-2024.209867333242,-14446.928838262937,-7101.222969646866,-1469.1411737232147,5005,1001
64,24,1536,-23636.043715500393,-11688.070695550425,-2389.5946039899936,-11947.973019949968,-2896.7057908215693,-2021.9992031943239,120,24,False,-2206.270866058726,-2520.119364514933,-2021.9992031943239,-2302.8777953604176,-2896.7057908215693,-14754.34999423741,-7254.160337889902,-1500.037931269501,5125,1025
65,24,1560,-8544.180113897739,-4088.2588198422936,-891.1842588110892,-4455.921294055446,-1064.527885981293,-778.8714414074013,120,24,False,-834.1433358774019,-930.4398182437099,-778.8714414074013,-847.9388125456408,-1064.527885981293,-14036.682921372068,-6887.777801828716,-1429.7810239086705,5245,1049
66,24,1584,-10887.57911230794,-5394.305273383743,-1098.6547677848394,-5493.273838924197,-1303.7786973698292,-953.3883375535554,120,24,False,-1019.6211522397127,-1150.7445315128023,-953.3883375535554,-1065.7411202482972,-1303.7786973698292,-14194.855072938351,-6988.104201379632,-1441.3501743117445,5365,1073
67,24,1608,-9784.151149584311,-4349.365668696618,-1086.9570961775385,-5434.785480887693,-1294.7632059559692,-931.55127621107,120,24,False,-1019.8101058814351,-1143.78716258917,-931.55127621107,-1044.873730250048,-1294.7632059559692,-13979.486120708088,-6855.945588902454,-1424.7081063611267,5485,1097
68,24,1632,-13955.396164353522,-6948.504451612607,-1401.378342548183,-7006.891712740915,-1644.8738099596453,-1220.9092330801338,120,24,False,-1302.1135146750303,-1471.5498772909962,-1220.9092330801338,-1367.4452777351103,-1644.8738099596453,-13752.045137562938,-6744.553410976112,-1401.498345317365,5605,1121
69,24,1656,-19492.964944552594,-9726.079040825909,-1953.3771807453372,-9766.885903726687,-2299.04477947667,-1705.4011658841218,120,24,False,-1818.4189595104986,-2049.0780731977306,-1705.4011658841218,-1894.9429256576655,-2299.04477947667,-14249.058667887986,-6994.983273566487,-1450.8150788643002,5725,1145
70,24,1680,-14916.41103027571,-7432.671554596334,-1496.7478951358753,-7483.7394756793765,-1763.9312185392407,-1306.397701743797,120,24,False,-1389.9470378829676,-1582.7021616673478,-1306.397701743797,-1440.7613558460237,-1763.9312185392407,-14375.507658510305,-7069.431646570751,-1461.2152023879112,5845,1169
71,24,1704,-11961.072190267585,-5889.688290924548,-1214.2767798686075,-6071.383899343037,-1448.5077412223666,-1050.7689878161377,120,24,False,-1129.3198925201505,-1283.4026939326893,-1050.7689878161377,-1159.3845838516934,-1448.5077412223666,-13955.836829365722,-6856.87341442744,-1419.7926829876571,5965,1193
72,24,1728,-22815.821815489326,-11380.014927114917,-2287.161377674882,-11435.806888374409,-2755.6163346460326,-1957.2315467157107,120,24,False,-2108.0579981083847,-2421.3650511920455,-1957.2315467157107,-2193.5359577122354,-2755.6163346460326,-14535.142624427139,-7147.67352791747,-1477.4938193019343,6085,1217
73,24,1752,-13415.609134779137,-6509.0992576523795,-1381.3019754253517,-6906.5098771267585,-1618.6395924264632,-1196.0645409714023,120,24,False,-1288.1383838305885,-1455.444610174066,-1196.0645409714023,-1348.222749724238,-1618.6395924264632,-14629.44083632817,-7188.562897820276,-1488.175587701579,6205,1241
74,24,1776,-20480.976427825786,-10210.415960850789,-2054.1120933949996,-10270.560466974997,-2505.1211116800137,-1735.982729232937,120,24,False,-1907.798695235163,-2176.9703441276,-1735.982729232937,-1944.6875866992837,-2505.1211116800137,-14835.043777825753,-7292.947625498605,-1508.4192304654289,6325,1265
75,24,1800,-22759.84520482403,-11359.287417694608,-2280.1115574258847,-11400.557787129423,-2731.565212892471,-1948.229228844012,120,24,False,-2124.4877222087307,-2417.4296675624746,-1948.229228844012,-2178.8459556217344,-2731.565212892471,-15212.478864773055,-7489.888616434271,-1544.5180496677567,6445,1289
76,24,1824,-20809.122762970543,-10382.740676135907,-2085.276417366927,-10426.382086834636,-2543.4859901215646,-1760.0781505648745,120,24,False,-1919.6847400079555,-2209.1076823451895,-1760.0781505648745,-1994.0255237950516,-2543.4859901215646,-15522.461316890698,-7648.643585442963,-1574.7635462895469,6565,1313
77,24,1848,-14656.147741454783,-7291.8345582277025,-1472.862636645416,-7364.31318322708,-1736.3544071065533,-1288.2919788428858,120,24,False,-1394.4903699613385,-1560.1382302705788,-1288.2919788428858,-1385.0381970457229,-1736.3544071065533,-15481.269811498114,-7634.9074356350375,-1569.272475172616,6685,1337
78,24,1872,-15803.05948482842,-7875.816761770774,-1585.448544611529,-7927.242723057645,-1877.7802096938335,-1370.903627473782,120,24,False,-1467.594408853666,-1678.8844395167914,-1370.903627473782,-1532.080037519571,-1877.7802096938335,-15440.815909268305,-7616.079760291706,-1564.9472297953193,6805,1361
79,24,1896,-14030.610637580052,-6899.741249951013,-1426.173877525808,-7130.86938762904,-1693.083455413304,-1233.702932687149,120,24,False,-1332.5202768609795,-1496.0760296615942,-1233.702932687149,-1375.486693006013,-1693.083455413304,-15567.621252184385,-7688.077146535213,-1575.9088211298342,6925,1385
80,24,1920,-18603.502484138542,-9196.122946949152,-1881.475907437878,-9407.37953718939,-2210.6400674754095,-1631.3634793294548,120,24,False,-1746.698218704513,-1982.8806134963259,-1631.3634793294548,-1835.7971581836869,-2210.6400674754095,-15987.31191325877,-7901.977367448146,-1617.0669091621253,7045,1409
81,24,1944,-15991.679852037912,-7964.300910669946,-1605.4757882735935,-8027.378941367968,-1933.1715453320508,-1361.1191710392566,120,24,False,-1504.6648074088932,-1699.3122672462732,-1361.1191710392566,-1529.1111503414945,-1933.1715453320508,-16208.943915079431,-8012.606724679637,-1639.2674380799588,7165,1433
82,24,1968,-19579.102222639238,-9511.234988434428,-2013.5734468409617,-10067.867234204808,-2230.266809788226,-1772.8772044347795,120,24,False,-1772.8772044347795,-2046.2982905516844,-2214.941610262037,-1803.4833191680814,-2230.266809788226,-16434.673047630913,-8114.387975258513,-1664.0570144744797,7285,1457
83,24,1992,-11231.512817316487,-5345.560878124717,-1177.190387838354,-5885.951939191769,-1366.6068010762706,-1023.5372721642607,120,24,False,-1128.4396897878873,-1250.7523191718728,-1023.5372721642607,-1116.6158569914771,-1366.6068010762706,-16167.739450331204,-7972.155716450439,-1639.1167467761522,7405,1481
84,24,2016,-11714.701970086553,-5642.16230919059,-1214.5079321791925,-6072.539660895963,-1406.3237966854138,-1047.7051107300458,120,24,False,-1163.1139621310401,-1315.0229111319752,-1047.7051107300458,-1140.3738802174876,-1406.3237966854138,-15571.672363060516,-7669.860297132448,-1580.3624131856125,7525,1505
85,24,2040,-15877.641202671315,-7899.6224275655495,-1595.6037550211533,-7978.0187751057665,-1910.5461437418046,-1384.5356345554019,120,24,False,-1534.231253629806,-1748.9789460604597,-1399.7267971182944,-1384.5356345554019,-1910.5461437418046,-15938.345417499193,-7860.4284775186115,-1615.5833879961156,7645,1529
86,24,2064,-14749.135662865589,-7311.021850434148,-1487.6227624862881,-7438.11381243144,-1715.8888690229137,-1350.7139078719754,120,24,False,-1359.7984507414922,-1638.4795247240052,-1350.7139078719754,-1373.2330600710527,-1715.8888690229137,-16131.423245027076,-7956.264306371132,-1635.0317877311882,7765,1553
87,24,2088,-480473.8664906047,-14848.83656119241,-93125.00598588245,-465625.0299294123,-453369.7054273577,-2687.2872000925113,120,24,False,-2869.33992868855,-3188.4978533192393,-453369.7054273577,-2687.2872000925113,-3510.1995199542434,-39665.90901207809,-8481.23785099592,-6236.934232216434,7885,1577
88,24,2112,-17456.455429237205,-8652.911270720904,-1760.7088317032599,-8803.544158516299,-2059.5601421492183,-1429.7986730061873,120,24,False,-1721.4704330890575,-1987.188772907388,-1605.5261373644469,-1429.7986730061873,-2059.5601421492183,-39840.96197532228,-8566.458191951337,-6254.9007566741875,8005,1601
89,24,2136,-31112.524448755583,-15477.468194559484,-3127.0112508392203,-15635.0562541961,-3740.1904992270765,-2624.9745401413206,120,24,False,-2966.07031754619,-3640.880887928153,-2662.9400093533623,-2624.9745401413206,-3740.1904992270765,-40421.939950532425,-8854.027649638016,-6313.582460178882,8125,1625
90,24,2160,-14848.98143337026,-7337.3092222550185,-1502.3344422230482,-7511.672211115241,-1943.1273398667772,-1041.1977552280823,120,24,False,-1490.394507814666,-1943.1273398667772,-1294.6318572398777,-1041.1977552280823,-1742.3207509658382,-40418.568470687154,-8849.25953302095,-6313.86178753324,8245,1649
91,24,2184,-9834.568205778443,-4482.337935072529,-1070.4460541411831,-5352.230270705915,-1314.9407269542694,-747.8846643152062,120,24,False,-1082.2132094534766,-1314.9407269542694,-915.4371875863503,-747.8846643152062,-1291.7544823966125,-40312.24327146269,-8778.892015228348,-6306.670251246869,8365,1673
