episode,steps,cumulative_steps,total_return,coordinator_return,mean_local_return,sum_local_return,minimum_local_return,maximum_local_return,local_update_count,coordinator_update_count,terminated_early,mg1_return,mg2_return,mg3_return,mg4_return,mg5_return,moving_average_return,moving_average_coordinator_return,moving_average_local_return,cumulative_local_updates,cumulative_coordinator_updates
12,24,288,-146347.25993697633,-8887.83721803534,-27491.8845437882,-137459.422718941,-130007.37035263961,-1738.260901435767,0,0,False,-1738.260901435767,-130007.37035263961,-1834.0166619414488,-2012.080822886535,-1867.6939800376501,-217363.19395997073,-7674.7676263250005,-41937.68526672915,0,0
13,24,312,-317061.62221024674,-8210.045214454061,-61770.315399158535,-308851.5769957927,-302186.84452797024,-1490.4574173401882,0,0,False,-1490.4574173401882,-302186.84452797024,-1660.0088961053837,-1614.195624771792,-1900.0705296050335,-225032.30382537656,-7715.942825411852,-43463.27219999295,0,0
14,24,336,-32706.23153045935,-7141.724627900789,-5112.901380511712,-25564.50690255856,-12437.5138125112,-1345.0960715081667,0,0,False,-1468.1496144908133,-12437.5138125112,-1345.0960715081667,-1567.292600255472,-8746.454803792909,-211294.72723288246,-7674.9272398753465,-40723.95999860143,0,0
15,24,360,-23343.22945713636,-4557.792808377776,-3757.0873297517164,-18785.436648758583,-14187.707331253874,-1046.6903384972547,0,0,False,-1046.6903384972547,-1231.6011068483626,-1098.6946639615178,-14187.707331253874,-1220.7432081975737,-198764.62738116604,-7467.118277775508,-38259.50182067812,0,0
16,24,384,-189361.9111748704,-4347.644449495437,-37002.85334507499,-185014.26672537494,-180412.12065029392,-867.7705816878804,0,0,False,-867.7705816878804,-180412.12065029392,-1259.2401436981386,-1289.0520886543923,-1186.0832610405855,-198176.95761827263,-7272.151163508004,-38180.961290952924,0,0
17,24,408,-396364.8984929794,-12208.47713680036,-76831.28427123581,-384156.42135617905,-274881.05808146554,-1963.6609588100491,0,0,False,-1963.6609588100491,-77822.52795947019,-26769.69131456932,-274881.05808146554,-2719.4830418639394,-209835.07178737302,-7562.523279584025,-40454.5097015578,0,0
18,24,432,-178355.06151078665,-8838.608948338173,-33903.29051248969,-169516.45256244848,-162011.59734572147,-1573.0970376149323,0,0,False,-1573.0970376149323,-162011.59734572147,-1809.4465233455153,-1997.4625867595998,-2124.8490690069634,-208086.18232756268,-7633.416927848144,-40090.55307994291,0,0
19,24,456,-239660.43587922992,-7128.281723572592,-46506.43083113147,-232532.15415565734,-225791.70110233914,-1313.506576943179,0,0,False,-1313.506576943179,-2210.4594450868367,-1562.2161043033536,-225791.70110233914,-1654.270926984841,-209747.9851460715,-7606.83086446522,-40428.23085632125,0,0
20,24,480,-71141.48647099076,-6866.876974119746,-12854.921899374202,-64274.60949687101,-58335.53598519825,-1232.8903697331268,0,0,False,-58335.53598519825,-1619.355976121561,-1232.8903697331268,-1404.3687937844907,-1682.4583720335854,-202817.66021231745,-7569.833169947946,-39049.5654084739,0,0
21,24,504,-86326.1007913649,-5741.345843886623,-16116.950989495654,-80584.75494747827,-74806.55177606341,-1289.5417559880582,0,0,False,-1307.4345153544932,-1685.5933800657162,-1289.5417559880582,-74806.55177606341,-1495.6335200065896,-200518.5795569285,-7581.908432688435,-38587.33422484802,0,0
22,24,528,-327304.8233366114,-6310.643070981452,-64198.83605312599,-320994.18026562996,-237315.0844817143,-1210.6501957108426,85,17,False,-79116.18064519645,-1703.0498350869138,-1210.6501957108426,-237315.0844817143,-1649.2151079214705,-206758.90664857876,-7613.417941676952,-39829.097741380356,85,17
23,24,552,-203801.59548323625,-9470.901450742529,-38866.13880649874,-194330.69403249372,-92312.25249674161,-1791.9341597094915,120,24,False,-6416.887638265759,-1791.9341597094915,-92312.25249674161,-91624.10412210725,-2185.515615669602,-214751.7290999578,-7717.913269557073,-41406.76316608014,205,41
24,24,576,-413442.25521690666,-4972.993984387298,-81693.85224650387,-408469.26123251935,-403915.2488361237,-1052.9035397026444,120,24,False,-403915.2488361237,-1187.0236059584906,-1130.323225937143,-1052.9035397026444,-1183.7620247973998,-229165.7446221042,-7737.011865156911,-44285.74655138944,325,65
25,24,600,-125428.37433668382,-7300.932745950742,-23625.488318146614,-118127.44159073307,-111545.32479173921,-1388.7753378220405,120,24,False,-111545.32479173921,-1388.7753378220405,-1454.2302205213796,-1774.7910107941375,-1964.320229856292,-228252.8800949459,-7635.635125120869,-44123.44899396501,445,89
26,24,624,-420705.7389207559,-6173.1568602468715,-82906.51641210182,-414532.58206050907,-408759.2325680456,-1278.2580777587984,120,24,False,-1371.2190101715394,-1278.2580777587984,-408759.2325680456,-1417.895701469738,-1705.9767030633873,-209468.28997932523,-7428.8545099798675,-40407.88709386907,565,113
27,24,648,-28949.084064160234,-5840.881010458063,-4621.640610740435,-23108.20305370217,-17234.099395830443,-1286.237257208002,120,24,False,-1286.237257208002,-1336.51175255177,-17234.099395830443,-1412.1248665002531,-1839.2297816117034,-203672.98177811032,-7250.736779537721,-39284.448999714514,685,137
28,24,672,-14152.750891327669,-6591.988523958112,-1512.1524734739116,-7560.762367369558,-1880.4048092027347,-1133.247079448347,120,24,False,-1567.8447660857066,-1504.8737453030371,-1133.247079448347,-1474.3919673297332,-1880.4048092027347,-199958.50593947995,-7051.89556129329,-38581.32207563733,805,161
29,24,696,-21755.388533483463,-10562.571035040892,-2238.563499688514,-11192.817498442571,-2862.9034501705037,-1918.2509565565106,120,24,False,-1999.9750830578266,-2362.154650777493,-1918.2509565565106,-2049.533357880237,-2862.9034501705037,-188720.11166545653,-7158.805760928187,-36312.26118090567,925,185
30,24,720,-13294.68281256267,-6300.753850943266,-1398.7857923238812,-6993.9289616194055,-2146.9512884089227,-1057.9016394830508,120,24,False,-1208.661200021732,-1326.662393126829,-1057.9016394830508,-1253.7524405788706,-2146.9512884089227,-188626.65823475952,-7112.19294654886,-36302.893057642126,1045,209
31,24,744,-14085.510633265789,-6550.572910006949,-1506.9875446517678,-7534.9377232588395,-2131.951793566541,-1120.098124968127,120,24,False,-1341.6709789150057,-1475.567347817576,-1120.098124968127,-1465.64947799159,-2131.951793566541,-163179.4220842017,-7200.201519384852,-31195.844112963376,1165,233
32,24,768,-18832.904932472185,-9138.134954308933,-1938.9539956326503,-9694.769978163251,-2677.259221127956,-1172.8169339937192,120,24,False,-1601.4885705675513,-2270.449283138344,-1172.8169339937192,-1972.7559693356786,-2677.259221127956,-156803.70433397652,-7212.716406198533,-29918.1975855556,1285,257
33,24,792,-33559.950784767425,-7125.140936579434,-5286.961969637598,-26434.80984818799,-20889.785220842536,-1074.8061491091305,120,24,False,-1274.0711165793787,-1740.2060326305177,-1074.8061491091305,-1455.9413290264279,-20889.785220842536,-142628.62076270257,-7158.471192304802,-27094.029914079547,1405,281
34,24,816,-16352.007953314731,-7774.096786955999,-1715.5822332717464,-8577.911166358732,-2303.0795151647467,-1203.1747308201632,120,24,False,-1447.9870379511706,-1914.4292214367404,-1203.1747308201632,-1709.240660985912,-2303.0795151647467,-141810.90958384535,-7190.089800257561,-26924.16395671755,1525,305
35,24,840,-23420.3351947489,-11491.453632421262,-2385.7763124655276,-11928.881562327637,-2980.977097622683,-1844.5667619318028,120,24,False,-2107.8868148330257,-2673.840653830281,-1844.5667619318028,-2321.610234109845,-2980.977097622683,-141814.76487072598,-7536.772841459737,-26855.598405853245,1645,329
36,24,864,-13455.132301699237,-6526.1716949565325,-1385.792121348541,-6928.960606742705,-1886.5438193932437,-944.9380365219622,120,24,False,-1220.6343201475966,-1468.6369148086956,-944.9380365219622,-1408.2075158712075,-1886.5438193932437,-133019.42592706738,-7645.699203732793,-25074.745344666924,1765,353
37,24,888,-14038.175110291173,-6678.957065709028,-1471.843608916429,-7359.218044582145,-2078.614476748563,-888.090218426995,120,24,False,-1238.7999533406917,-1612.0440462593158,-888.090218426995,-1541.6693498065795,-2078.614476748563,-113903.08975793298,-7369.223200178225,-21306.773311550955,1885,377
38,24,912,-12183.240910516302,-5709.418648170578,-1294.7644524691445,-6473.822262345723,-1615.8781087490179,-986.7675032665303,120,24,False,-1131.2922926562778,-1438.0317488515464,-986.7675032665303,-1301.8526088223512,-1615.8781087490179,-105594.49872791945,-7212.763685169845,-19676.34700854993,2005,401
39,24,936,-9870.00002954642,-4438.0299145813915,-1086.3940229930056,-5431.970114965028,-1393.262755973781,-823.0068194285998,120,24,False,-969.7679582415105,-1182.0958835534625,-823.0068194285998,-1063.8366977676744,-1393.262755973781,-94104.97693543529,-7078.251094720285,-17405.345168143,2125,425
40,24,960,-23156.101038653316,-11451.421324074347,-2340.9359429157944,-11704.679714578971,-3008.619463382791,-1600.503212601257,120,24,False,-2029.673656447306,-2617.360805499273,-1600.503212601257,-2448.522576648346,-3008.619463382791,-91705.70766381842,-7307.478312218016,-16879.64587032008,2245,449
41,24,984,-16204.990391259924,-7905.302254515273,-1659.9376273489302,-8299.688136744651,-2268.8616820852217,-956.7403038820688,120,24,False,-1451.8287551164735,-1797.275494371582,-956.7403038820688,-1824.9819012893058,-2268.8616820852217,-88199.65214381317,-7415.676132749448,-16156.795202212743,2365,473
42,24,1008,-10943.30105966797,-4937.230937707476,-1201.214024392099,-6006.070121960494,-1696.9960174528442,-638.3728648181726,120,24,False,-971.7424401213561,-1337.3517049108314,-638.3728648181726,-1361.6070946572904,-1696.9960174528442,-72381.576029966,-7347.005526085748,-13006.914100776052,2485,497
43,24,1032,-11735.523987194829,-5640.25332831584,-1219.054131775798,-6095.27065887899,-1662.1787246521612,-755.6276595458248,120,24,False,-1046.6366941502558,-1372.7991132999039,-755.6276595458248,-1258.0284672308446,-1662.1787246521612,-62778.27245516394,-7155.473119964413,-11124.559867039905,2605,521
44,24,1056,-17796.148283700597,-8717.277542973727,-1815.7741481453745,-9078.870740726872,-2153.2160165432774,-1382.4101139717784,120,24,False,-1623.392689670344,-2064.514608646344,-1382.4101139717784,-1855.3373118951279,-2153.2160165432774,-42995.96710850363,-7342.6872978937345,-7130.65596212198,2725,545
45,24,1080,-23285.719312407975,-11580.647116158241,-2341.014439249947,-11705.072196249734,-2740.2622068297837,-1882.405394638094,120,24,False,-2113.9577361680012,-2629.0399051284835,-1882.405394638094,-2339.406953485372,-2740.2622068297837,-37888.834357289845,-7556.673016404112,-6066.432268177146,2845,569
46,24,1104,-7883.247039634198,-3428.7629454592725,-890.8968188349851,-4454.484094174925,-1185.2729006101308,-557.3582975653079,120,24,False,-772.0200563900239,-1002.3325665170651,-557.3582975653079,-937.5002730923974,-1185.2729006101308,-17247.709763233746,-7419.453320664732,-1965.651288513804,2965,593
47,24,1128,-14325.81535832134,-7058.04002832353,-1453.555065999562,-7267.77532999781,-1725.64826899026,-1066.3404594086096,120,24,False,-1300.7076354084936,-1636.0154036278996,-1066.3404594086096,-1539.0635625625475,-1725.64826899026,-16516.546327941804,-7480.311271558005,-1807.24701127676,3085,617
48,24,1152,-18823.878778291622,-9330.466500096747,-1898.6824556389752,-9493.412278194875,-2300.9067503118854,-1454.8813572456122,120,24,False,-1682.421605714588,-2159.9919717694993,-1454.8813572456122,-1895.2105931532906,-2300.9067503118854,-16750.102722290005,-7617.235170364937,-1826.5735103850136,3205,641
49,24,1176,-9821.83316975935,-4805.4706596156875,-1003.2725020287326,-5016.362510143663,-1190.8655532360563,-752.5838014062865,120,24,False,-891.4833401879183,-1170.6383239625468,-752.5838014062865,-1010.7914913508547,-1190.8655532360563,-16153.4249541038,-7329.380151593675,-1764.8089605020245,3325,665
50,24,1200,-12807.176260576061,-6132.8565406292555,-1334.8639439893611,-6674.319719946806,-1582.252285958324,-990.6020237965796,120,24,False,-1181.0467602163187,-1582.252285958324,-990.6020237965796,-1340.2624190977465,-1580.1562308778373,-16129.04962650447,-7320.985286077975,-1761.6128680852985,3445,689
51,24,1224,-20615.209206196036,-10250.275491562303,-2072.986742926746,-10364.933714633731,-2478.203204220063,-1645.0062446761128,120,24,False,-1861.2486337593134,-2314.2490384812977,-1645.0062446761128,-2066.226593496945,-2478.203204220063,-16455.534555150978,-7505.970415155743,-1789.9128279990473,3565,713
52,24,1248,-11501.63327430627,-5667.9921693655015,-1166.7282209881537,-5833.641104940768,-1360.2951348149486,-924.9161295772308,120,24,False,-1043.1491421000148,-1360.2951348149486,-924.9161295772308,-1148.6736850086163,-1356.6070134399572,-16088.970972242683,-7332.463275908571,-1751.3015392668226,3685,737
53,24,1272,-11857.55709555404,-5847.042593221452,-1202.1029004665177,-6010.514502332589,-1452.4691102731633,-904.1833950243149,120,24,False,-1056.6503103589746,-1396.346674224596,-904.1833950243149,-1200.8650124515405,-1452.4691102731633,-15003.851287782012,-7268.558358740671,-1547.0585858082682,3805,761
54,24,1296,-16761.045749390167,-8314.193150209736,-1689.3705198360863,-8446.85259918043,-2046.15973427947,-1193.2704727473333,120,24,False,-1494.5202552209105,-1965.306479583897,-1193.2704727473333,-1747.5956573488202,-2046.15973427947,-15024.303177585785,-7295.563176903359,-1545.7480001364856,3925,785
55,24,1320,-15559.318138790542,-7574.286270093012,-1597.0063737395062,-7985.0318686975315,-1854.9353220005446,-1308.6119546274929,120,24,False,-1441.2376429806595,-1801.553559098393,-1308.6119546274929,-1578.6933899904402,-1854.9353220005446,-14631.252324787867,-7099.704808786946,-1506.3095032001843,4045,809
56,24,1344,-15023.030149255239,-7393.423710075271,-1525.9212878359938,-7629.606439179969,-1803.0163243320217,-1230.3958154824675,120,24,False,-1366.1185484671075,-1803.0163243320217,-1230.3958154824675,-1496.848796146846,-1733.2269547515261,-14709.64721716567,-7143.067409542882,-1513.3159615245572,4165,833
57,24,1368,-15986.930377323952,-7804.22187853745,-1636.5416997573004,-8182.708498786502,-1881.9104410187654,-1362.173603108078,120,24,False,-1468.5143454477227,-1881.9104410187654,-1362.173603108078,-1596.7141627607944,-1873.3959464511422,-14807.084980517306,-7199.330650184305,-1521.5508660666007,4285,857
58,24,1392,-17029.600463320432,-8454.838375814226,-1714.9524175012411,-8574.762087506206,-2034.1943656428152,-1337.3290517238702,120,24,False,-1538.969917790119,-1973.1862954398434,-1337.3290517238702,-1691.0824569095582,-2034.1943656428152,-15049.402958157512,-7336.601636566486,-1542.5602643182056,4405,881
59,24,1416,-11904.63699389141,-5640.997413660807,-1252.7279160461208,-6263.639580230603,-1466.0811238682604,-962.2514214664153,120,24,False,-1151.8185305033398,-1466.0811238682604,-962.2514214664153,-1246.5764476226875,-1436.9120567699003,-15151.134806374763,-7396.7500115204575,-1550.8769589708613,4525,905
60,24,1440,-10564.53039465893,-5101.137096888996,-1092.6786595539866,-5463.393297769933,-1280.094143800213,-830.0836268943285,120,24,False,-1025.9470778654654,-1264.4238856760928,-830.0836268943285,-1062.8445635338342,-1280.094143800213,-14521.556274175042,-7079.235800161191,-1488.464094802771,4645,929
61,24,1464,-11906.20599033022,-5898.02503501125,-1201.6361910637938,-6008.18095531897,-1396.0438404990366,-974.8352231800433,120,24,False,-1087.5326778484502,-1396.0438404990366,-974.8352231800433,-1177.0317867781237,-1372.7374270133157,-14306.617054128557,-6978.8719391859895,-1465.549022988514,4765,953
62,24,1488,-15401.583407772314,-7634.599421411974,-1553.396797272068,-7766.98398636034,-1814.3386188604488,-1222.6257629987986,120,24,False,-1391.1625544591589,-1784.0201167389785,-1222.6257629987986,-1554.8369333029552,-1814.3386188604488,-14529.531171533774,-7113.740363371215,-1483.1581616325125,4885,977
63,24,1512,-16881.805977504548,-8337.472893294083,-1708.8666168420932,-8544.333084210466,-2013.7232113670789,-1353.1438919049806,120,24,False,-1512.6618082549503,-1942.1943489372645,-1353.1438919049806,-1722.6098237461924,-2013.7232113670789,-14786.845271049262,-7248.601341620127,-1507.648785885827,5005,1001
64,24,1536,-24179.78768755348,-11969.762931929683,-2442.004951124759,-12210.024755623794,-2876.6701261127255,-1930.4118534061554,120,24,False,-2180.7948728192864,-2788.6087843255223,-1930.4118534061554,-2433.5391189601046,-2876.6701261127255,-15106.027241241909,-7411.225611067925,-1538.9603260347963,5125,1025
65,24,1560,-8816.974814000416,-4159.42689382351,-931.509584035381,-4657.547920176905,-1094.3275536158412,-720.0310870523849,120,24,False,-840.0691538191991,-1079.854223700146,-720.0310870523849,-923.2659019893339,-1094.3275536158412,-14382.59001632153,-7040.164599951187,-1468.4850832740683,5245,1049
66,24,1584,-11301.100714049648,-5573.419988475861,-1145.5361451147576,-5727.680725573788,-1370.2192363173108,-923.0460282811059,120,24,False,-1033.6734255839692,-1370.2192363173108,-923.0460282811059,-1101.6072188594287,-1299.134816531973,-14553.482700042301,-7147.397452102016,-1481.2170495880569,5365,1073
67,24,1608,-9963.097992547173,-4454.231852320393,-1101.773228045356,-5508.86614022678,-1290.9751069847325,-905.5874432488351,120,24,False,-1009.4972084209984,-1206.7817445276855,-905.5874432488351,-1096.024637044528,-1290.9751069847325,-14335.346831753592,-7017.20704330186,-1463.6279576903466,5485,1097
68,24,1632,-14286.004828023824,-7095.761895971448,-1438.0485864104753,-7190.242932052376,-1649.9754333914354,-1184.5761426786519,120,24,False,-1309.090781576063,-1642.554591451123,-1184.5761426786519,-1404.045982955103,-1649.9754333914354,-14108.453134240204,-6905.471813095595,-1440.5962642289214,5605,1121
69,24,1656,-19963.403606695094,-9945.178413013382,-2003.6450387363427,-10018.225193681714,-2281.765155461863,-1644.1021905762861,120,24,False,-1841.7988850310076,-2267.515626565327,-1644.1021905762861,-1983.0433360472298,-2281.765155461863,-14615.531656086992,-7162.457200765479,-1490.614891064302,5725,1145
70,24,1680,-15222.462287905058,-7562.462205433358,-1532.0000164943403,-7660.000082471702,-1752.5419028559634,-1265.7641733715118,120,24,False,-1388.8811032792694,-1749.1766616224759,-1265.7641733715118,-1503.6362413424808,-1752.5419028559634,-14736.295957453438,-7233.937484005684,-1500.471694689551,5845,1169
71,24,1704,-12297.72140221022,-6029.950070174386,-1253.5542664071668,-6267.771332035833,-1459.2872360699519,-999.5799284609426,120,24,False,-1121.8684649924073,-1459.2872360699519,-999.5799284609426,-1238.2730517593895,-1448.762650753142,-14320.42156725415,-7022.921212936289,-1459.5000708635719,5965,1193
72,24,1728,-23235.735670467435,-11569.853570948513,-2333.1764199037843,-11665.882099518922,-2724.9656446251447,-1906.7607492024338,120,24,False,-2104.5611718148484,-2646.9106916027386,-1906.7607492024338,-2282.6838422737565,-2724.9656446251447,-14907.12668706221,-7318.014283015439,-1517.8224808093535,6085,1217
73,24,1752,-13777.26263985217,-6681.985205964841,-1419.0554867774658,-7095.277433887329,-1643.0609091792053,-1145.0539525206393,120,24,False,-1279.5090575430813,-1643.0609091792053,-1145.0539525206393,-1393.5367311048087,-1634.1167835395945,-15003.111964277114,-7359.76141365261,-1528.670110124901,6205,1241
74,24,1776,-20970.522232092095,-10431.962945693276,-2107.7118572797635,-10538.559286398817,-2463.901661215631,-1690.5826095864657,120,24,False,-1893.265138574933,-2430.6363345091577,-1690.5826095864657,-2060.173542512628,-2463.901661215631,-15213.585788412212,-7465.649903426786,-1549.5871769970845,6325,1265
75,24,1800,-23133.619520443237,-11511.543567713026,-2324.4151905460426,-11622.075952730213,-2733.5975172510116,-1866.1200580633756,120,24,False,-2067.591027459265,-2675.3570656041993,-1866.1200580633756,-2279.41028435236,-2733.5975172510116,-15592.300857494847,-7662.512768307788,-1585.9576178374114,6445,1289
76,24,1824,-21336.422476414133,-10623.03258263046,-2142.677978756735,-10713.389893783675,-2539.790295769664,-1696.1698077195883,120,24,False,-1922.177528517893,-2450.969966733376,-1696.1698077195883,-2104.2822950431528,-2539.790295769664,-15907.97047385279,-7823.993211935546,-1616.7954523834485,6565,1313
77,24,1848,-15126.758488901998,-7500.874176245911,-1525.1768625312175,-7625.884312656087,-1761.170471038887,-1253.3465354093155,120,24,False,-1384.7564336909122,-1761.170471038887,-1253.3465354093155,-1495.516004352213,-1731.0948681647587,-15864.961879431692,-7808.825826820968,-1611.2272105221446,6685,1337
78,24,1872,-16277.12310899832,-8081.667429389018,-1639.09113592186,-8195.4556796093,-1892.4101324915557,-1395.1453184998957,120,24,False,-1485.0185786664572,-1892.4101324915557,-1395.1453184998957,-1553.4702880387747,-1869.411361912616,-15827.338011715585,-7790.167279499709,-1607.4341464431755,6805,1361
79,24,1896,-14381.2732801341,-7055.187849474575,-1465.217086131905,-7326.085430659525,-1690.032788942783,-1209.4894489629055,120,24,False,-1316.494921379537,-1672.9080839608635,-1209.4894489629055,-1437.1601874134349,-1690.032788942783,-15951.169826027723,-7860.876801290398,-1618.0586049474648,6925,1385
80,24,1920,-19204.862064412548,-9471.939091290207,-1946.5845946244685,-9732.922973122342,-2280.847723546943,-1597.062703630351,120,24,False,-1720.6927317852085,-2280.847723546943,-1597.062703630351,-1905.329589821984,-2228.9902243378565,-16383.186409515398,-8079.416901010458,-1660.7539017009888,7045,1409
81,24,1944,-16293.350830288073,-8083.633378277243,-1641.943490402166,-8209.71745201083,-1932.9565882913014,-1306.487752926071,120,24,False,-1475.1605672776557,-1862.3501878991985,-1306.487752926071,-1632.7623556166025,-1932.9565882913014,-16602.543651513293,-8188.697318173758,-1682.7692666679075,7165,1433
82,24,1968,-1539104.1938824437,-10992.659387651622,-305622.3068989584,-1528111.534494792,-1315190.896044007,-1719.542583409984,120,24,False,-1719.542583409984,-207121.6478267431,-1315190.896044007,-1859.6974290101148,-2219.7506116219975,-92787.67417524687,-8356.600316485741,-16886.214771752224,7285,1457
83,24,1992,-11575.158503780727,-5494.237547636341,-1216.1841912288774,-6080.920956144387,-1386.621003030731,-994.1129312093404,120,24,False,-1070.37266908544,-1364.7514185130751,-994.1129312093404,-1265.0629343058004,-1386.621003030731,-92522.34180156069,-8214.438549202854,-16861.580650471566,7405,1481
84,24,2016,-729532.0758866771,-6714.221849445309,-144563.57080744638,-722817.8540372319,-615505.9193125995,-1096.9512303165232,120,24,False,-1096.9512303165232,-103586.51048791636,-615505.9193125995,-1231.991479812335,-1396.4815265872478,-127789.95621151687,-7951.661495078634,-23967.658943287643,7525,1505
85,24,2040,-377471.8584907816,-8526.498318809823,-73789.07203439435,-368945.3601719718,-362104.7531764124,-1424.6467136894307,120,24,False,-1424.6467136894307,-1928.0234364499395,-362104.7531764124,-1597.2647502881307,-1890.6720951318564,-146222.70039535593,-8170.015066327951,-27610.537065805594,7645,1529
86,24,2064,-314869.6966675032,-8031.222599212055,-61367.69481365823,-306838.47406829114,-238232.67183393877,-1327.055779244265,120,24,False,-1327.055779244265,-238232.67183393877,-64098.7903669608,-1464.314256871468,-1715.6418312758212,-161401.13019302857,-8292.905196864758,-30621.644999232765,7765,1553
87,24,2088,-511103.6092384989,-15605.480126672983,-99099.62582236518,-495498.1291118259,-474440.68686080945,-2730.5675493634194,120,24,False,-2730.5675493634194,-11834.510157539235,-474440.68686080945,-2939.7433048389585,-3552.621239274862,-186458.15575532618,-8850.467610582387,-35521.537628948754,7885,1577
88,24,2112,-17725.37712725803,-8813.84117104192,-1782.307191243222,-8911.53595621611,-2079.6264046821652,-1402.7787098575668,120,24,False,-1606.2217528801013,-2054.4948862899532,-1402.7787098575668,-1768.414202506322,-2079.6264046821652,-186630.1243702879,-8936.371574335912,-35538.75055919039,8005,1601
89,24,2136,-31453.715726084236,-15678.488056905864,-3155.0455338356746,-15775.227669178374,-3678.2034888493354,-2604.034118620648,120,24,False,-2874.6454381999147,-3534.601473754489,-2604.034118620648,-3083.743149753988,-3678.2034888493354,-187204.6399762573,-9223.037056530537,-35596.32058394536,8125,1625
90,24,2160,-15071.060934683894,-7414.340191716738,-1531.3441485934313,-7656.720742967156,-1749.457138314834,-1223.06016677926,120,24,False,-1402.998381659394,-1703.9802139732228,-1223.06016677926,-1577.2248422404455,-1749.457138314834,-187197.06990859628,-9215.630955844706,-35596.28779055031,8245,1649
91,24,2184,-9890.63838817323,-4551.095862355156,-1067.908505163615,-5339.542525818075,-1248.7237761320207,-828.9859092001585,120,24,False,-992.8728267909769,-1117.2847664905346,-828.9859092001585,-1151.6752472043845,-1248.7237761320207,-187076.71575789442,-9141.688245453744,-35587.00550248814,8365,1673
92,24,2208,-18551.873025912148,-9223.487077920432,-1865.6771895983431,-9328.385947991716,-2167.0685960304186,-1440.333739649085,120,24,False,-1706.2606008840128,-2143.7522261271197,-1440.333739649085,-1870.97078530108,-2167.0685960304186,-186842.52262566664,-9024.369920802339,-35563.63054097287,8485,1697
