mode,test_episode,start_index,total_return,coordinator_return,mean_local_return_per_mg,grid_import_kwh,grid_export_kwh,grid_purchase_cost_usd,grid_sale_revenue_usd,reserve_revenue_usd,net_market_cost_usd,market_profit_usd,bess_throughput_kwh,sharing_scheduled_kwh,sharing_loss_kwh,peak_grid_import_kw,peak_grid_export_kw,power_balance_violation_steps,transformer_violation_steps
full_fc_hmarl,1,107,-18320.344765371865,-8272.415992455062,-2009.5857545833605,47587.60766684763,0.0,10005.490694822247,0.0,1736.8837781995535,8268.606916622693,-8268.606916622695,2121.903904727754,25.017061787823867,0.5003412357564774,2910.915811351243,0.0,0,0
full_fc_hmarl,2,110,-19211.610190722935,-8718.015993332856,-2098.718839478015,47206.239172869326,0.0,10451.156362733238,0.0,1736.949445232749,8714.206917500489,-8714.206917500489,2121.8917328419498,24.88384112003139,0.4976768224006278,2910.915811351243,0.0,0,0
full_fc_hmarl,3,117,-20372.807890226235,-9298.57957673832,-2214.8456626975826,45167.63080583538,0.0,11031.789390020214,0.0,1737.0188891142607,9294.770500905954,-9294.770500905954,2121.9461733848298,26.001563563316065,0.5200312712663213,2596.438078203302,0.0,0,0
full_fc_hmarl,4,160,-18561.82031572326,-8392.615300004238,-2033.8410031438048,40397.90714226603,0.0,10126.763848070854,0.0,1737.957623898983,8388.80622417187,-8388.80622417187,2122.058382408353,14.135886947759671,0.28271773895519353,2693.2596001765846,0.0,0,0
full_fc_hmarl,5,230,-11605.091518653357,-4880.983619281025,-1344.8215798744664,34696.17017126538,515.1120217394384,6681.67161989834,67.73489850549834,1736.7621779441833,4877.174543448658,-4877.174543448658,2121.8139736995868,19.720508353938747,0.39441016707877496,3130.0602026689803,380.83832673878044,0,0
full_fc_hmarl,6,251,-13583.636394684003,-5904.171394884642,-1535.8929999598727,37989.70143748926,0.0,7637.029055953081,0.0,1736.6667369008064,5900.362319052275,-5900.362319052275,2121.797192314051,20.492803925759254,0.409856078515185,3166.499500422312,0.0,0,0
full_fc_hmarl,7,467,-14736.917534167538,-6481.0270616143225,-1651.1780945106432,49203.50034110128,0.0,8213.452887180376,0.0,1736.2349013984203,6477.217985781956,-6477.217985781956,2121.8792686420643,18.147433004507075,0.3629486600901415,3216.88436397938,0.0,0,0
full_fc_hmarl,8,509,-15377.641348932606,-6801.968181890343,-1715.134633408453,50254.24825533153,0.0,8533.243976590133,0.0,1735.084870532155,6798.159106057978,-6798.159106057976,2121.459522606715,18.084300962007525,0.36168601924015054,3510.6862350687397,0.0,0,0
full_fc_hmarl,9,538,-13780.713318319766,-6003.359249307798,-1555.4708138023936,45434.147760110434,0.0,7734.9198438665135,0.0,1735.3696703910828,5999.550173475431,-5999.550173475431,2121.711257272711,20.15321847885891,0.4030643695771782,3778.8316237172266,0.0,0,0
full_fc_hmarl,10,545,-13791.788594503014,-6008.798636160187,-1556.5979916685646,45536.07067631658,0.0,7740.556188605124,0.0,1735.5666282773018,6004.989560327822,-6004.98956032782,2121.6884868850607,19.99419381486932,0.3998838762973866,3778.831183613836,0.0,0,0
full_fc_hmarl,11,562,-15555.575160447626,-6890.678235064413,-1732.9793850766425,52213.11601811437,0.0,8622.464319135215,0.0,1735.5951599031687,6886.8691592320465,-6886.869159232046,2121.6303123999655,18.829371645782995,0.3765874329156599,3509.7473204345865,0.0,0,0
full_fc_hmarl,12,566,-16209.24787037991,-7217.464278387792,-1798.3567183984237,53768.321272032445,0.0,8949.350096750028,0.0,1735.694894194603,7213.655202555425,-7213.655202555425,2121.674762104489,19.017454166653014,0.3803490833330603,3509.7473204345865,0.0,0,0
full_fc_hmarl,13,629,-17646.814814686284,-7932.477941752691,-1942.8673745867186,52711.80594034437,49.09962198187517,9671.903717903333,6.4632016686817035,1736.771650314331,7928.668865920321,-7928.668865920324,2121.6577515128724,15.827618937787724,0.3165523787557545,3134.4980810236025,36.6446304144653,0,0
full_fc_hmarl,14,644,-18320.420692861833,-8272.834789976618,-2009.517180577043,55403.180028190945,0.0,10005.147381395242,0.0,1736.1216672509909,8269.02571414425,-8269.02571414425,2121.9260744986836,21.053454559969875,0.4210690911993975,3150.9754921677786,0.0,0,0
full_fc_hmarl,15,657,-16998.699009859884,-7612.160307841324,-1877.3077404037122,50265.15176850459,0.0,9344.101843358898,0.0,1735.7506113499403,7608.351232008958,-7608.351232008957,2121.842932983169,23.991193639759878,0.47982387279519756,3150.9754921677786,0.0,0,0
full_fc_hmarl,16,691,-16404.2392080315,-7314.743285549972,-1817.8991844963064,49731.37722368278,0.0,9047.055952591989,0.0,1736.121742874384,7310.934209717605,-7310.934209717605,2121.9984944770167,20.10341953162819,0.40206839063256394,3084.0271383754166,0.0,0,0
full_fc_hmarl,17,812,-22681.638947608346,-10453.308417488513,-2445.6661060239667,58740.022301265824,0.0,12185.891688798247,0.0,1736.3923471421003,10449.499341656146,-10449.499341656146,2121.942066079396,22.01949141716023,0.4403898283432046,3303.4638742666302,0.0,0,0
full_fc_hmarl,18,813,-22859.61018005184,-10542.282671929224,-2463.4655016245233,58900.08213724277,0.0,12274.889025659188,0.0,1736.4154295623302,10538.473596096857,-10538.473596096857,2121.9241231713754,21.713426233271772,0.4342685246654354,3303.4638742666302,0.0,0,0
full_fc_hmarl,19,868,-14920.196412068311,-6572.58452759962,-1669.5223768937383,46617.67338638227,0.0,8305.184732067395,0.0,1736.4092803001404,6568.775451767255,-6568.775451767253,2121.3576200649077,24.16656517842586,0.48333130356851717,3419.9206815332104,0.0,0,0
full_fc_hmarl,20,898,-13681.74702126372,-5953.699365619105,-1545.6095311289232,45794.11664598194,0.0,7685.611727792303,0.0,1735.7214380055666,5949.8902897867365,-5949.890289786738,2121.796392615514,18.005436632090785,0.36010873264181564,3118.701989230131,0.0,0,0
full_fc_hmarl,21,920,-17221.248215994518,-7723.474951735525,-1899.5546528517982,51388.69375601604,0.0,9455.344603976993,0.0,1735.6787280738354,7719.665875903158,-7719.665875903158,2121.4330140998077,17.405264551292856,0.3481052910258572,3445.6753426191253,0.0,0,0
full_fc_hmarl,22,952,-17718.544937162875,-7971.634232614966,-1949.3821409095822,53858.24404809271,0.0,9704.472856034366,0.0,1736.647699251771,7967.8251567825955,-7967.825156782599,2121.8924256771024,16.95229587785382,0.33904591755707647,3327.395395980094,0.0,0,0
full_fc_hmarl,23,959,-17324.535927729357,-7774.681037768106,-1909.97097799225,52049.78156351378,0.0,9507.416130601743,0.0,1736.5441686660051,7770.871961935738,-7770.871961935739,2121.9379679753306,18.595730392791193,0.37191460785582386,3255.352704621001,0.0,0,0
full_fc_hmarl,24,985,-22921.811161473095,-10573.165620024942,-2469.7291082896304,54564.13287190273,0.0,12306.206935744427,0.0,1736.8503915518522,10569.356544192575,-10569.356544192575,2121.930285186217,18.757384865486962,0.3751476973097392,3987.6888094652986,0.0,0,0
full_fc_hmarl,25,987,-23660.448169298557,-10942.466853646267,-2543.5962631304583,54611.784128844854,0.0,12675.55227941059,0.0,1736.8945015966892,10938.6577778139,-10938.6577778139,2121.4518120850653,21.598761859561556,0.4319752371912311,3987.6888094652986,0.0,0,0
full_fc_hmarl,26,1041,-16679.665875284554,-7441.280417431524,-1847.677091570606,46056.957907080556,157.7190790386587,9195.95061600125,21.447477454970844,1737.0317969471216,7437.471341599157,-7437.471341599157,2121.7420925889355,16.675779929210876,0.33351559858421753,3644.17244337218,157.7190790386587,0,0
full_fc_hmarl,27,1055,-15184.838578339537,-6704.815234176457,-1696.0046688326154,44641.88889747595,0.0,8437.584353215636,0.0,1736.5781948715448,6701.006158344091,-6701.00615834409,2121.9495473720885,20.253137771947163,0.4050627554389433,3891.2750038432678,0.0,0,0
full_fc_hmarl,28,1068,-15380.830528852983,-6802.949341812084,-1715.5762374081794,47942.63538590417,0.0,8535.444243946025,0.0,1736.3039779663086,6799.140265979717,-6799.140265979717,2121.8471547436725,24.988181608871507,0.49976363217743014,3891.2750038432678,0.0,0,0
full_fc_hmarl,29,1169,-12358.11776990282,-5292.559169165704,-1413.1117201474228,43677.60395995796,0.0,7023.12467438719,0.0,1734.374581053853,5288.750093333337,-5288.750093333337,2121.6963174961315,33.98256520626704,0.6796513041253409,3197.538326322262,0.0,0,0
full_fc_hmarl,30,1219,-11447.092798935306,-4836.956456344174,-1322.0272685182267,41579.19102670491,0.0,6567.700670446799,0.0,1734.5532899349928,4833.147380511807,-4833.147380511807,2121.783607216688,28.435267225032756,0.5687053445006551,2587.3076679372875,0.0,0,0
