feature,seasonal_MAE,residual_transformer_MAE,MAE_improvement_percent,seasonal_RMSE,residual_transformer_RMSE,RMSE_improvement_percent,seasonal_R2,residual_transformer_R2
pv_power_kw,0.03363381051027985,0.045653703152448585,-35.73752857558309,0.09305753006242867,0.09309917433358236,-0.04475110302815114,0.7820950454517785,0.7818999720713716
load_kw,0.05378146670814512,0.054836197648742785,-1.9611420163034128,0.07096810397536499,0.07207755931208061,-1.5633154537998448,0.6954603829047994,0.6858641249924882
ev_power_kw,4.050991427815109,4.152752988181881,-2.5120161861625125,6.349945237634366,6.298754046529307,0.8061674422271091,0.5109927812383572,0.5188454343440929
price_usd_per_kwh,0.003728771369043173,0.004787496070984944,-28.3933928138224,0.005377006240104845,0.00604474954552956,-12.418496010741006,0.5031691919145859,0.3721092865661759
