episode,steps,cumulative_steps,total_return,coordinator_return,mean_local_return,sum_local_return,minimum_local_return,maximum_local_return,local_update_count,coordinator_update_count,terminated_early,mg1_return,mg2_return,mg3_return,mg4_return,mg5_return,moving_average_return,moving_average_coordinator_return,moving_average_local_return,cumulative_local_updates,cumulative_coordinator_updates
33,24,792,-168722.9555008349,-12039.918267963845,-31336.607446574217,-156683.03723287108,-79578.29808189318,-2555.2977160216597,120,24,False,-16607.855795660147,-2845.2214505865804,-79578.29808189318,-2555.2977160216597,-55096.364188709515,-102420.59139976068,-11918.00432119936,-18100.517415712264,1405,281
34,24,816,-59168.54172295857,-11708.424298369686,-9492.023484917778,-47460.11742458889,-36966.17869178486,-2119.159577324419,120,24,False,-36966.17869178486,-2385.049275770924,-2119.159577324419,-2338.8003927889968,-3650.9294869196938,-104143.44611986383,-11901.03673848339,-18448.481876276084,1525,305
35,24,840,-170308.42840016243,-11553.364324380065,-31751.012815156475,-158755.06407578237,-131116.43031333113,-1902.5299851199331,120,24,False,-131116.43031333113,-2297.659793699641,-1902.5299851199331,-2645.3776368887306,-20793.066346742904,-111440.60289401126,-11889.26080950971,-19910.268416900308,1645,329
36,24,864,-27746.56938279687,-11578.278679465348,-3233.6581406663054,-16168.290703331526,-6388.980598102547,-1783.9369022835645,120,24,False,-6388.980598102547,-2579.6233792530556,-1783.9369022835645,-2153.3380810291155,-3262.4117426632424,-111607.20438671003,-11876.054422474932,-19946.229992847017,1765,353
37,24,888,-50203.5783933311,-12027.793187654494,-7635.157041135321,-38175.785205676606,-24774.2408903313,-2222.4193808795844,120,24,False,-24774.2408903313,-2232.242359385389,-2222.4193808795844,-5493.708789251584,-3453.173785828747,-112877.25633972751,-11872.178334248652,-20201.01560109576,1885,377
38,24,912,-25793.22349406396,-11000.33647074826,-2958.5774046631404,-14792.887023315703,-4623.322240161756,-2227.116797995188,120,24,False,-2290.39696389289,-2227.116797995188,-4623.322240161756,-2481.962323442325,-3170.0886978235453,-110550.54001075325,-11835.042168855489,-19743.099568379545,2005,401
39,24,936,-26602.059809650265,-11510.402030805184,-3018.3315557690166,-15091.657778845083,-4680.656422073153,-2355.8913799519373,120,24,False,-2355.8913799519373,-2373.880758311544,-4680.656422073153,-2631.8470510521256,-3049.382167456324,-110656.7018699485,-11817.644685447314,-19767.811436900236,2125,425
40,24,960,-76759.68498476245,-11939.840530159316,-12963.968890920627,-64819.84445460314,-55233.74179858815,-2077.61531752278,120,24,False,-2240.3498192119937,-2599.995383516392,-2077.61531752278,-2668.142135763828,-55233.74179858815,-113273.30509011801,-11818.624392308697,-20290.936139561858,2245,449
41,24,984,-34600.138563367815,-11339.379027499308,-4652.151907173701,-23260.759535868507,-12166.903986228028,-1612.0194756059268,120,24,False,-2298.453303678011,-2473.57750193404,-1612.0194756059268,-4709.8052684224995,-12166.903986228028,-113776.01103305651,-11788.243044147323,-20397.55359778183,2365,473
42,24,1008,-179626.0878343289,-11532.66215350576,-33618.68513616463,-168093.42568082316,-124278.36855299176,-2168.9054126548153,120,24,False,-2168.9054126548153,-2495.0879216625267,-124278.36855299176,-35686.010606246375,-3465.053187267687,-119096.6832418703,-11768.958557207392,-21465.54493693258,2485,497
43,24,1032,-24037.424623373416,-11352.048954948774,-2537.075133684929,-12685.375668424644,-3038.547453616068,-2108.3817320792446,120,24,False,-2408.2934735834624,-2440.6169185631743,-2108.3817320792446,-2689.536090582694,-3038.547453616068,-111232.56038727632,-11736.816477191369,-19899.14878201699,2605,521
44,24,1056,-39652.32632529628,-11348.68243101469,-5660.728778856318,-28303.64389428159,-18258.380090326245,-2126.8203416953775,120,24,False,-2126.8203416953775,-2407.9046136440907,-2390.263637651187,-18258.380090326245,-3120.2752109646894,-96042.24725572325,-11711.535527143025,-16866.14234571605,2725,545
45,24,1080,-120243.64767838223,-11703.9697268805,-21707.935590300345,-108539.67795150173,-98864.74030465329,-1797.7990400073718,120,24,False,-2084.650583382244,-98864.74030465329,-1797.7990400073718,-2647.4639554056735,-3145.024068053143,-99095.37760024559,-11686.690876219574,-17481.737344805202,2845,569
46,24,1104,-127693.82387231081,-11620.778399233033,-23214.609094615553,-116073.04547307777,-105240.00065476717,-2209.7147277850913,120,24,False,-2209.7147277850913,-2627.752049376403,-105240.00065476717,-2430.7055535385675,-3564.8724876105425,-93555.30651459731,-11667.98387281135,-16377.464528357194,2965,593
47,24,1128,-179443.76416087087,-11216.575113798168,-33645.437809414536,-168227.1890470727,-158029.374094937,-2040.9007479249121,120,24,False,-2040.9007479249121,-158029.374094937,-2086.464934395743,-2564.655455070466,-3505.7938147445648,-88036.31490370812,-11622.879798926335,-15282.687020956355,3085,617
48,24,1152,-23614.63855972024,-11200.5039899694,-2482.826913950168,-12414.13456975084,-2936.840821620069,-2179.666348160499,120,24,False,-2278.5397633021676,-2602.5982337626556,-2179.666348160499,-2416.489402905449,-2936.840821620069,-86874.10967477082,-11605.133346255177,-15053.795265703124,3205,641
49,24,1176,-64189.40072691631,-11495.697334320308,-10538.740678519202,-52693.703392596006,-42756.817778734934,-1928.920911390614,120,24,False,-2593.773452258089,-2377.810760243842,-1928.920911390614,-42756.817778734934,-3036.3804899685256,-86608.90392767313,-11601.058369442191,-15001.569111646188,3325,665
50,24,1200,-24395.802992342862,-11728.829447619246,-2533.3947089447233,-12666.973544723616,-2752.280492451651,-1747.3116299127742,120,24,False,-2687.5643652537424,-2741.3069499080207,-1747.3116299127742,-2752.280492451651,-2738.5101071974273,-79736.27017582166,-11575.10561115509,-13632.232912933314,3445,689
51,24,1224,-44056.53559547777,-10888.581174610075,-6633.590884173539,-33167.954420867696,-18779.663770000694,-2379.7342625935376,120,24,False,-18779.663770000694,-2379.7342625935376,-6446.982738399085,-2572.4722819588987,-2989.101367915476,-78134.43221093404,-11538.160666521699,-13319.25430888247,3565,713
52,24,1248,-23909.014115727387,-11303.202873183382,-2521.162248508801,-12605.811242544005,-3222.055781017192,-1941.6825289313826,120,24,False,-2497.7978008352156,-2495.7001564168418,-1941.6825289313826,-2448.574975343373,-3222.055781017192,-74538.38233683378,-11504.463420806442,-12606.783783205468,3685,737
53,24,1272,-62669.51322438689,-11229.272494836972,-10288.048145909983,-51440.240729549914,-42195.816940028875,-1916.6217841214077,120,24,False,-2339.220842513583,-2712.46167637993,-1916.6217841214077,-2276.119486506122,-42195.816940028875,-69235.71022301137,-11463.931132150097,-11554.355818172253,3805,761
54,24,1296,-48641.2253481599,-11227.98568715543,-7482.647932200894,-37413.23966100447,-26852.62931667746,-1857.0832580596523,120,24,False,-3128.121861665355,-3212.0859569849317,-1857.0832580596523,-2363.31926761707,-26852.62931667746,-68709.34440427143,-11439.909201589386,-11453.88704053641,3925,785
55,24,1320,-104064.88424028037,-11505.148042022756,-18511.947239651523,-92559.73619825761,-73958.66961313553,-2457.5639543431025,120,24,False,-2457.5639543431025,-2682.1690883614506,-73958.66961313553,-2529.0006486330553,-10932.332893784482,-65397.16719627733,-11437.49838747152,-10791.933761761164,4045,809
56,24,1344,-23364.40028779834,-11024.964272409961,-2467.8872030776756,-12339.436015388379,-3028.0590542311907,-1993.6273032558809,120,24,False,-2456.2219606754707,-2214.1290142144567,-1993.6273032558809,-2647.39868301138,-3028.0590542311907,-65178.05874152741,-11409.83266711875,-10753.645214881732,4165,833
57,24,1368,-23584.82259239454,-11178.304331887895,-2481.3036521013287,-12406.518260506644,-2995.4814653167095,-1989.629800998988,120,24,False,-2500.940409320834,-2460.6014887154083,-1989.629800998988,-2459.865096154704,-2995.4814653167095,-63847.12095148058,-11367.358224330419,-10495.952545430031,4285,857
58,24,1392,-23707.61165236029,-11367.454276449353,-2468.0314751821875,-12340.157375910938,-3019.9919825366246,-2108.6188914792483,120,24,False,-2258.4606671218626,-2502.4127153929144,-2108.6188914792483,-2450.6731193802866,-3019.9919825366246,-63742.84035939539,-11385.714114615475,-10471.425248955984,4405,881
59,24,1416,-31488.054393027298,-11413.864366021618,-4014.838005401136,-20074.19002700568,-9965.675179729125,-1993.4818784124948,120,24,False,-2593.293923364678,-9965.675179729125,-1993.4818784124948,-2529.8436716030214,-2991.8953738963596,-63987.14008856425,-11380.887231376297,-10521.250571437591,4525,905
60,24,1440,-23565.179741406046,-11186.240916714774,-2475.7877649382544,-12378.938824691271,-3202.726669838637,-1830.5914372906227,120,24,False,-2517.647945816863,-2382.9182784046734,-1830.5914372906227,-2445.0544933404744,-3202.726669838637,-61327.41482639642,-11343.20725070407,-9996.841515138472,4645,929
61,24,1464,-46895.37401990649,-10866.32986766403,-7205.808830448494,-36029.044152242466,-26300.48156738262,-1950.097400013197,120,24,False,-26300.48156738262,-2810.610539935876,-1950.097400013197,-2582.5624509121685,-2385.2921939986027,-61942.176599223356,-11319.554792712304,-10124.52436130221,4765,953
62,24,1488,-108976.78318109465,-11056.324667036952,-19584.09170281154,-97920.4585140577,-82505.01411764933,-1843.7149355530316,120,24,False,-8220.017612537446,-82505.01411764933,-1843.7149355530316,-2561.035900357783,-2790.675947960121,-58409.711366561634,-11295.737918388866,-9422.794689634557,4885,977
63,24,1512,-51751.22194139744,-10987.685655306144,-8152.707257218259,-40763.536286091294,-31171.733139592743,-2062.4956381964275,120,24,False,-2407.1470112295024,-31171.733139592743,-2062.4956381964275,-2651.99391963494,-2470.166577437679,-59795.40123246286,-11277.519753406734,-9703.576295811221,5005,1001
64,24,1536,-48461.646432612535,-10954.757261744106,-7501.377834173686,-37506.88917086843,-28361.45363364273,-1759.0115716683597,120,24,False,-2179.87662350647,-28361.45363364273,-1759.0115716683597,-2269.5404768939366,-2937.0068651569386,-60235.86723782867,-11257.823494943204,-9795.60874857709,5125,1025
65,24,1560,-23749.36351653915,-11209.383642775329,-2507.995974752764,-12539.979873763821,-2967.198325694888,-1820.1846460981349,120,24,False,-2565.4706399721235,-2622.987698314024,-1820.1846460981349,-2564.1385636846508,-2967.198325694888,-55411.1530297365,-11233.094190737947,-8835.61176779971,5245,1049
66,24,1584,-23275.222914833426,-10872.83170786249,-2480.4782413941875,-12402.391206970937,-2686.0835488413927,-2028.837760389816,120,24,False,-2467.737713278033,-2686.0835488413927,-2028.837760389816,-2564.8289798603687,-2654.9032046013267,-50190.222981862644,-11195.696856169421,-7798.905225138643,5365,1073
67,24,1608,-22916.000409117383,-10669.66022831021,-2449.2680361614352,-12246.340180807176,-2851.4615984108054,-2050.969992242838,120,24,False,-2168.8579719366853,-2851.4615984108054,-2050.969992242838,-2535.940287847571,-2639.1103303692767,-42363.83479427497,-11168.351111895023,-6239.096736475989,5485,1097
68,24,1632,-23358.484627830854,-10930.157130879836,-2485.665499390204,-12428.32749695102,-2875.1327880331514,-2126.760345380261,120,24,False,-2491.4878980470594,-2775.488727670222,-2126.760345380261,-2875.1327880331514,-2159.4577378203267,-42351.027097680504,-11154.833768940543,-6239.238665747991,5605,1121
69,24,1656,-88829.24767551583,-10934.511690063455,-15578.947197090474,-77894.73598545237,-56764.11269157227,-1897.1533752329171,120,24,False,-56764.11269157227,-14121.461116825685,-1897.1533752329171,-2580.9035368164605,-2531.1052650050465,-43583.019445110476,-11126.774486727702,-6491.248991676554,5725,1145
70,24,1680,-31497.04622278828,-10817.455143080477,-4135.91821594156,-20679.591079707803,-11193.30884213588,-1827.3448820594388,120,24,False,-2386.5724781181702,-11193.30884213588,-1827.3448820594388,-2677.7490514280294,-2594.615825966285,-43938.081606632746,-11081.205771500763,-6571.3751670263955,5845,1169
71,24,1704,-23369.1473583252,-11038.751868099662,-2466.0790980451084,-12330.395490225541,-2795.827197432099,-1927.1193615591155,120,24,False,-2534.941474858767,-2581.403526408352,-1927.1193615591155,-2795.827197432099,-2491.103929967209,-42903.712194775115,-11088.714306175243,-6362.999577719975,5965,1193
72,24,1728,-22753.8944731645,-10552.979835753835,-2440.182927482133,-12200.914637410664,-2731.8189068329766,-1944.0331230607494,120,24,False,-2350.6768775395058,-2625.7261071770886,-1944.0331230607494,-2548.6596228003423,-2731.8189068329766,-42845.95621264697,-11051.203154303763,-6358.950611668642,6085,1217
73,24,1752,-23189.379766445287,-10794.409331586068,-2478.994086971844,-12394.970434859219,-2781.291120198946,-1975.8102659136562,120,24,False,-2450.878924877384,-2694.141912470769,-1975.8102659136562,-2492.848211398463,-2781.291120198946,-40871.94953974989,-11029.459996141219,-5968.497908721735,6205,1241
74,24,1776,-23080.027527665792,-10783.45411215745,-2459.314683101669,-12296.573415508345,-2819.1859951635897,-1937.6230919487632,120,24,False,-2497.623892967001,-2645.9694352001784,-1937.6230919487632,-2396.171000228811,-2819.1859951635897,-39593.889648725184,-11007.23341739132,-5717.331246266774,6325,1265
75,24,1800,-23271.50430564771,-10925.443904203748,-2469.2120802887925,-12346.060401443963,-2690.2399965046047,-2094.0668970762194,120,24,False,-2357.730070966893,-2555.360967815343,-2094.0668970762194,-2648.662469080904,-2690.2399965046047,-35554.22065199355,-10978.24821050037,-4915.194488298637,6445,1289
76,24,1824,-30650.857203493986,-11059.478896366925,-3918.2756614254117,-19591.37830712706,-10200.311189329976,-1841.2839226526573,120,24,False,-2381.517369346616,-10200.311189329976,-1841.2839226526573,-2526.484893813225,-2641.7809319845846,-35918.54349777834,-10979.973941698217,-4987.713911216024,6565,1313
77,24,1848,-24389.907017259517,-10856.113406744707,-2706.7587221029617,-13533.79361051481,-4036.6941189551035,-1865.5846260253804,120,24,False,-2519.1642060176823,-4036.6941189551035,-1865.5846260253804,-2421.99137551086,-2690.3592840057845,-35958.79771902158,-10963.864395441058,-4998.986664716105,6685,1337
78,24,1872,-23071.858015243197,-10795.663110227464,-2455.2389810031464,-12276.194905015733,-2723.968623491314,-1834.0076791029094,120,24,False,-2486.5653635324024,-2602.508002044835,-1834.0076791029094,-2629.1452368442724,-2723.968623491314,-35927.01003716573,-10935.274837129964,-4998.347040007154,6805,1361
79,24,1896,-23234.495917443688,-10906.90405547412,-2465.518372393913,-12327.591861969566,-2888.4920341311454,-2002.0426916711704,120,24,False,-2264.969172042899,-2495.1793417733693,-2002.0426916711704,-2888.4920341311454,-2676.908622350983,-35514.33211338655,-10909.92682160259,-4920.881058356792,6925,1385
80,24,1920,-23092.77986792453,-10816.877715969269,-2455.1804303910526,-12275.902151955263,-2909.5463576042957,-1965.1700161541505,120,24,False,-2180.9753150816296,-2909.5463576042957,-1965.1700161541505,-2568.4261750004266,-2651.784288114761,-35490.71211971247,-10891.458661565313,-4919.850691629432,7045,1409
81,24,1944,-41183.26264126286,-10848.092699147233,-6067.033988423125,-30335.169942115626,-20761.646068956798,-1902.8314617311953,120,24,False,-2273.7900903684113,-2714.197588778076,-1902.8314617311953,-20761.646068956798,-2682.704732281144,-35205.106550780285,-10890.546803139476,-4862.911949528163,7165,1433
82,24,1968,-23155.78071033253,-10760.50669123323,-2479.05480381986,-12395.274019099299,-2834.943538736314,-1924.118579938005,120,24,False,-2348.9786559667637,-2807.4997213264714,-1924.118579938005,-2479.733523131745,-2834.943538736314,-30914.056427242183,-10875.755904349287,-4007.660104578579,7285,1457
83,24,1992,-33370.09051254264,-10790.497457722673,-4515.918610963994,-22579.59305481997,-12711.068053284356,-2028.2622085845594,120,24,False,-12711.068053284356,-2836.7192377402694,-2028.2622085845594,-2492.3865444440216,-2511.1570107667667,-29994.999855799448,-10865.896494470113,-3825.8206722658665,7405,1481
84,24,2016,-35703.73218536226,-10652.274735595505,-5010.291489953352,-25051.45744976676,-15507.67319833115,-1798.753831701945,120,24,False,-2346.2835375937057,-15507.67319833115,-1798.753831701945,-2816.717485526047,-2582.029396613915,-29357.10414343693,-10850.772368162685,-3701.2663550548496,7525,1505
85,24,2040,-74517.2942075038,-10445.130503866716,-12814.432740727416,-64072.16370363708,-54414.64245449007,-1886.467109557786,120,24,False,-54414.64245449007,-2822.329031621104,-1886.467109557786,-2410.293794780567,-2538.4313131875447,-31895.50067798516,-10812.559711217253,-4216.588193353582,7645,1529
86,24,2064,-22839.77406576764,-10647.075266556205,-2438.539759842287,-12192.698799211435,-2784.1357550990692,-1825.3164770022458,120,24,False,-2410.8837402035138,-2784.1357550990692,-1825.3164770022458,-2538.7109036206207,-2633.651923285987,-31873.72823553187,-10801.271889151938,-4214.491269275987,7765,1553
87,24,2088,-23271.5197242777,-10642.085706852187,-2525.886803485102,-12629.43401742551,-2970.942130185396,-2077.109167173585,120,24,False,-2970.942130185396,-2595.1729367135927,-2077.109167173585,-2404.7284830605768,-2581.4813002923606,-31891.50420128989,-10799.893163079038,-4218.322207642171,7885,1577
88,24,2112,-22885.663446570907,-10633.376327163363,-2450.457423881509,-12252.287119407545,-2732.8378937911552,-2005.6250307436947,120,24,False,-2229.5828520221603,-2732.8378937911552,-2005.6250307436947,-2610.4856186899246,-2673.7557241606096,-31867.86314222689,-10785.054122893212,-4216.561803866736,8005,1601
89,24,2136,-23004.582116432703,-10787.777127756286,-2443.3609977352835,-12216.804988676417,-2831.3065155704076,-2038.8384840607946,120,24,False,-2185.860693756181,-2634.133459104455,-2038.8384840607946,-2526.665836184579,-2831.3065155704076,-28576.629864272738,-10777.717394777856,-3559.782493898977,8125,1625
90,24,2160,-38274.55501448541,-10871.918256518273,-5480.527351593429,-27402.636757967142,-16247.42795299752,-1848.300665151285,120,24,False,-16247.42795299752,-4272.706641347209,-1848.300665151285,-2495.78163573406,-2538.419862737069,-28915.505303857593,-10780.440550449744,-3627.0129506815697,8245,1649
91,24,2184,-72908.1370839795,-10584.965177537553,-12464.63438128839,-62323.171906441945,-52569.74742733317,-1997.621958022401,120,24,False,-52569.74742733317,-2547.2960951572245,-1997.621958022401,-2624.494001308538,-2584.0124246206205,-31392.454790140317,-10757.751215921642,-4126.940714843733,8365,1673
92,24,2208,-23227.7509938858,-10914.7678308056,-2462.5966326160396,-12312.983163080198,-2797.0324940570285,-1982.9548164875525,120,24,False,-2349.363918107963,-2797.0324940570285,-1982.9548164875525,-2463.0587026631147,-2720.5732317645393,-31416.14761617638,-10775.84061567423,-4128.061400100429,8485,1697
