feature,forecast_mean_normalized,forecast_std_normalized,predictive_state_mean,predictive_state_std,predictive_state_min,predictive_state_max
pv_power_kw,0.12659992234915565,0.19996411702725012,0.10434308707721789,0.1648162503969003,0.0,0.5720761955126717
load_kw,0.31948002204600245,0.1449678556018303,0.26329235898651826,0.11946118322710267,-0.00663397778581889,0.7005703475992004
ev_power_kw,0.19939803192192104,0.20465681172401984,0.16430885549955793,0.16864068487654663,0.0,0.8091185994471543
price_usd_per_kwh,0.3590106506010274,0.1613284108739035,0.29589260945627555,0.13298722235804686,0.059474396573391194,0.8388269606367251
