target,train_min,train_max,train_range
pv_power_kw,0.0,1.0,1.0
load_kw,0.1643804347826087,0.9250289855072464,0.7606485507246378
ev_power_kw,0.0,42.70736203332636,42.70736203332636
price_usd_per_kwh,0.008953853,0.056379553,0.0474257
