source_dataset,source_market,source_location,source_pnode_id,source_period,source_file,source_price_unit_original,processed_price_unit,timestamp_utc,timestamp_ept,year,month,day,hour_utc,weekday_utc,pnode_id,pnode_name,type,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da_usd_per_kwh,total_lmp_da_usd_per_kwh,congestion_price_da_usd_per_kwh,marginal_loss_price_da_usd_per_kwh,row_is_current_bool,version_nbr,is_negative_lmp,missing_lmp,valid_hourly_record
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-01 05:00:00+00:00,2019-01-01 00:00:00,2019,1,1,5,Tuesday,1,PJM-RTO,ZONE,18.96,18.990535,-0.017594,0.048129,0.01896,0.018990535000000003,-1.7593999999999998e-05,4.8129e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-01 06:00:00+00:00,2019-01-01 01:00:00,2019,1,1,6,Tuesday,1,PJM-RTO,ZONE,18.8,18.766137,-0.02554,-0.008323,0.0188,0.018766137000000002,-2.554e-05,-8.323e-06,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-01 07:00:00+00:00,2019-01-01 02:00:00,2019,1,1,7,Tuesday,1,PJM-RTO,ZONE,18.57,18.52799,-0.014702,-0.027308,0.01857,0.018527989999999998,-1.4702e-05,-2.7308e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-01 08:00:00+00:00,2019-01-01 03:00:00,2019,1,1,8,Tuesday,1,PJM-RTO,ZONE,18.4,18.365254,-0.016699,-0.018047,0.0184,0.018365254,-1.6698999999999997e-05,-1.8047000000000002e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-01 09:00:00+00:00,2019-01-01 04:00:00,2019,1,1,9,Tuesday,1,PJM-RTO,ZONE,18.57,18.535374,-0.010931,-0.023695,0.01857,0.018535374,-1.0931e-05,-2.3695e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-01 10:00:00+00:00,2019-01-01 05:00:00,2019,1,1,10,Tuesday,1,PJM-RTO,ZONE,18.71,18.700615,-0.012476,0.003091,0.01871,0.018700615,-1.2475999999999999e-05,3.091e-06,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-01 11:00:00+00:00,2019-01-01 06:00:00,2019,1,1,11,Tuesday,1,PJM-RTO,ZONE,19.33,19.305736,-0.018116,-0.006147,0.01933,0.019305736,-1.8116e-05,-6.147e-06,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-01 12:00:00+00:00,2019-01-01 07:00:00,2019,1,1,12,Tuesday,1,PJM-RTO,ZONE,20.34,20.364944,0.039454,-0.014509,0.02034,0.020364944000000003,3.9454000000000005e-05,-1.4509e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-01 13:00:00+00:00,2019-01-01 08:00:00,2019,1,1,13,Tuesday,1,PJM-RTO,ZONE,21.06,21.135015,0.074492,0.000523,0.02106,0.021135015,7.4492e-05,5.23e-07,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-01 14:00:00+00:00,2019-01-01 09:00:00,2019,1,1,14,Tuesday,1,PJM-RTO,ZONE,21.42,21.477902,0.04939,0.008512,0.02142,0.021477902,4.9390000000000007e-05,8.512e-06,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-01 15:00:00+00:00,2019-01-01 10:00:00,2019,1,1,15,Tuesday,1,PJM-RTO,ZONE,22.47,22.538783,0.056473,0.01231,0.02247,0.022538783,5.6473e-05,1.2309999999999999e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-01 16:00:00+00:00,2019-01-01 11:00:00,2019,1,1,16,Tuesday,1,PJM-RTO,ZONE,22.18,22.233284,0.047724,0.005559,0.02218,0.022233284000000002,4.7724000000000006e-05,5.559e-06,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-01 17:00:00+00:00,2019-01-01 12:00:00,2019,1,1,17,Tuesday,1,PJM-RTO,ZONE,22.2,22.266994,0.036981,0.030014,0.0222,0.022266994000000002,3.6981e-05,3.0013999999999998e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-01 18:00:00+00:00,2019-01-01 13:00:00,2019,1,1,18,Tuesday,1,PJM-RTO,ZONE,21.82,21.951721,0.077883,0.053838,0.02182,0.021951721,7.7883e-05,5.3837999999999995e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-01 19:00:00+00:00,2019-01-01 14:00:00,2019,1,1,19,Tuesday,1,PJM-RTO,ZONE,21.66,21.774561,0.066151,0.048409,0.02166,0.021774560999999998,6.6151e-05,4.8409000000000004e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-01 20:00:00+00:00,2019-01-01 15:00:00,2019,1,1,20,Tuesday,1,PJM-RTO,ZONE,22.11,22.250908,0.056285,0.084623,0.022109999999999998,0.022250908,5.6285e-05,8.4623e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-01 21:00:00+00:00,2019-01-01 16:00:00,2019,1,1,21,Tuesday,1,PJM-RTO,ZONE,23.87,24.01673,0.057805,0.088925,0.023870000000000002,0.02401673,5.7805e-05,8.8925e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-01 22:00:00+00:00,2019-01-01 17:00:00,2019,1,1,22,Tuesday,1,PJM-RTO,ZONE,28.08,28.308123,0.083712,0.144411,0.028079999999999997,0.028308122999999998,8.3712e-05,0.00014441100000000002,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-01 23:00:00+00:00,2019-01-01 18:00:00,2019,1,1,23,Tuesday,1,PJM-RTO,ZONE,27.84,28.013223,0.085556,0.087667,0.02784,0.028013223,8.555599999999999e-05,8.7667e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-02 00:00:00+00:00,2019-01-01 19:00:00,2019,1,2,0,Wednesday,1,PJM-RTO,ZONE,27.67,27.808868,0.047573,0.091295,0.02767,0.027808868,4.7573e-05,9.1295e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-02 01:00:00+00:00,2019-01-01 20:00:00,2019,1,2,1,Wednesday,1,PJM-RTO,ZONE,27.08,27.202469,0.032175,0.090294,0.02708,0.027202469,3.2175e-05,9.0294e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-02 02:00:00+00:00,2019-01-01 21:00:00,2019,1,2,2,Wednesday,1,PJM-RTO,ZONE,25.63,25.708322,0.002649,0.075673,0.02563,0.025708322,2.649e-06,7.5673e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-02 03:00:00+00:00,2019-01-01 22:00:00,2019,1,2,3,Wednesday,1,PJM-RTO,ZONE,23.66,23.77107,-0.001886,0.112956,0.02366,0.023771070000000002,-1.886e-06,0.00011295600000000001,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-02 04:00:00+00:00,2019-01-01 23:00:00,2019,1,2,4,Wednesday,1,PJM-RTO,ZONE,22.38,22.429254,-0.000422,0.049676,0.02238,0.022429254,-4.22e-07,4.9676e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-02 05:00:00+00:00,2019-01-02 00:00:00,2019,1,2,5,Wednesday,1,PJM-RTO,ZONE,22.63,22.613627,-0.019122,0.002748,0.022629999999999997,0.022613627,-1.9122e-05,2.748e-06,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-02 06:00:00+00:00,2019-01-02 01:00:00,2019,1,2,6,Wednesday,1,PJM-RTO,ZONE,22.34,22.365111,-0.013718,0.038829,0.02234,0.022365111,-1.3718e-05,3.8829000000000004e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-02 07:00:00+00:00,2019-01-02 02:00:00,2019,1,2,7,Wednesday,1,PJM-RTO,ZONE,22.37,22.399446,-0.021176,0.050622,0.02237,0.022399446,-2.1176000000000002e-05,5.0622e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-02 08:00:00+00:00,2019-01-02 03:00:00,2019,1,2,8,Wednesday,1,PJM-RTO,ZONE,22.15,22.187463,-0.023103,0.060567,0.02215,0.022187463,-2.3103e-05,6.0567000000000005e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-02 09:00:00+00:00,2019-01-02 04:00:00,2019,1,2,9,Wednesday,1,PJM-RTO,ZONE,22.46,22.491352,-0.016405,0.047757,0.02246,0.022491352,-1.6405e-05,4.7757000000000004e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-02 10:00:00+00:00,2019-01-02 05:00:00,2019,1,2,10,Wednesday,1,PJM-RTO,ZONE,24.02,24.11826,0.03667,0.061589,0.02402,0.02411826,3.667e-05,6.1589e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-02 11:00:00+00:00,2019-01-02 06:00:00,2019,1,2,11,Wednesday,1,PJM-RTO,ZONE,29.61,29.772107,0.093159,0.068948,0.02961,0.029772107,9.315900000000001e-05,6.894799999999999e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-02 12:00:00+00:00,2019-01-02 07:00:00,2019,1,2,12,Wednesday,1,PJM-RTO,ZONE,30.37,30.829988,0.400418,0.05957,0.03037,0.030829988,0.000400418,5.957e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-02 13:00:00+00:00,2019-01-02 08:00:00,2019,1,2,13,Wednesday,1,PJM-RTO,ZONE,30.92,31.256762,0.305329,0.031434,0.030920000000000003,0.031256762,0.000305329,3.1434e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-02 14:00:00+00:00,2019-01-02 09:00:00,2019,1,2,14,Wednesday,1,PJM-RTO,ZONE,32.64,32.915976,0.252871,0.023105,0.03264,0.032915976,0.000252871,2.3105e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-02 15:00:00+00:00,2019-01-02 10:00:00,2019,1,2,15,Wednesday,1,PJM-RTO,ZONE,31.6,31.761994,0.134329,0.027664,0.0316,0.031761994,0.000134329,2.7664e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-02 16:00:00+00:00,2019-01-02 11:00:00,2019,1,2,16,Wednesday,1,PJM-RTO,ZONE,30.31,30.539271,0.181395,0.047876,0.03031,0.030539271,0.000181395,4.7876e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-02 17:00:00+00:00,2019-01-02 12:00:00,2019,1,2,17,Wednesday,1,PJM-RTO,ZONE,29.12,29.384667,0.210356,0.05431,0.02912,0.029384667,0.00021035599999999998,5.431e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-02 18:00:00+00:00,2019-01-02 13:00:00,2019,1,2,18,Wednesday,1,PJM-RTO,ZONE,28.26,28.494476,0.188563,0.045913,0.02826,0.028494475999999998,0.00018856300000000002,4.5913000000000006e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-02 19:00:00+00:00,2019-01-02 14:00:00,2019,1,2,19,Wednesday,1,PJM-RTO,ZONE,27.38,27.55219,0.134464,0.037726,0.027379999999999998,0.02755219,0.000134464,3.7726000000000004e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-02 20:00:00+00:00,2019-01-02 15:00:00,2019,1,2,20,Wednesday,1,PJM-RTO,ZONE,27.16,27.402883,0.179327,0.063555,0.02716,0.027402883,0.00017932699999999999,6.3555e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-02 21:00:00+00:00,2019-01-02 16:00:00,2019,1,2,21,Wednesday,1,PJM-RTO,ZONE,30.24,30.731508,0.408456,0.083051,0.03024,0.030731508,0.00040845599999999997,8.3051e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-02 22:00:00+00:00,2019-01-02 17:00:00,2019,1,2,22,Wednesday,1,PJM-RTO,ZONE,39.56,40.766383,1.057113,0.14927,0.039560000000000005,0.040766382999999996,0.001057113,0.00014927,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-02 23:00:00+00:00,2019-01-02 18:00:00,2019,1,2,23,Wednesday,1,PJM-RTO,ZONE,34.06,35.194729,1.051751,0.082978,0.03406,0.035194729,0.001051751,8.297799999999999e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-03 00:00:00+00:00,2019-01-02 19:00:00,2019,1,3,0,Thursday,1,PJM-RTO,ZONE,33.36,33.952529,0.471966,0.120563,0.03336,0.033952528999999995,0.000471966,0.000120563,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-03 01:00:00+00:00,2019-01-02 20:00:00,2019,1,3,1,Thursday,1,PJM-RTO,ZONE,30.48,30.891942,0.3152,0.096741,0.03048,0.030891942,0.00031519999999999996,9.674099999999999e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-03 02:00:00+00:00,2019-01-02 21:00:00,2019,1,3,2,Thursday,1,PJM-RTO,ZONE,29.02,29.385368,0.258928,0.106439,0.02902,0.029385368,0.000258928,0.000106439,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-03 03:00:00+00:00,2019-01-02 22:00:00,2019,1,3,3,Thursday,1,PJM-RTO,ZONE,26.15,26.254734,0.058011,0.046723,0.02615,0.026254734,5.8011e-05,4.6723e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-03 04:00:00+00:00,2019-01-02 23:00:00,2019,1,3,4,Thursday,1,PJM-RTO,ZONE,23.99,24.154099,0.093498,0.070602,0.023989999999999997,0.024154099,9.349799999999999e-05,7.0602e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-03 05:00:00+00:00,2019-01-03 00:00:00,2019,1,3,5,Thursday,1,PJM-RTO,ZONE,21.92,22.029409,0.030172,0.079237,0.021920000000000002,0.022029409,3.0172000000000002e-05,7.9237e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-03 06:00:00+00:00,2019-01-03 01:00:00,2019,1,3,6,Thursday,1,PJM-RTO,ZONE,20.85,20.988456,0.060563,0.077892,0.02085,0.020988456,6.0562999999999996e-05,7.7892e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-03 07:00:00+00:00,2019-01-03 02:00:00,2019,1,3,7,Thursday,1,PJM-RTO,ZONE,20.85,20.974738,0.054601,0.070137,0.02085,0.020974738,5.4600999999999994e-05,7.013700000000001e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-03 08:00:00+00:00,2019-01-03 03:00:00,2019,1,3,8,Thursday,1,PJM-RTO,ZONE,20.61,20.72152,0.038194,0.073326,0.02061,0.02072152,3.8194e-05,7.3326e-05,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-03 09:00:00+00:00,2019-01-03 04:00:00,2019,1,3,9,Thursday,1,PJM-RTO,ZONE,21.11,21.292831,0.080356,0.102475,0.02111,0.021292830999999998,8.0356e-05,0.000102475,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-03 10:00:00+00:00,2019-01-03 05:00:00,2019,1,3,10,Thursday,1,PJM-RTO,ZONE,22.8,23.11337,0.166197,0.147173,0.0228,0.02311337,0.000166197,0.000147173,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-03 11:00:00+00:00,2019-01-03 06:00:00,2019,1,3,11,Thursday,1,PJM-RTO,ZONE,26.93,27.548896,0.424956,0.19394,0.02693,0.027548896,0.000424956,0.00019394,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-03 12:00:00+00:00,2019-01-03 07:00:00,2019,1,3,12,Thursday,1,PJM-RTO,ZONE,28.01,28.564613,0.372666,0.181947,0.02801,0.028564613000000003,0.000372666,0.00018194699999999998,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-03 13:00:00+00:00,2019-01-03 08:00:00,2019,1,3,13,Thursday,1,PJM-RTO,ZONE,27.6,28.193326,0.35928,0.234046,0.027600000000000003,0.028193325999999998,0.00035927999999999996,0.00023404600000000002,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-03 14:00:00+00:00,2019-01-03 09:00:00,2019,1,3,14,Thursday,1,PJM-RTO,ZONE,27.6,28.234089,0.397189,0.2369,0.027600000000000003,0.028234089,0.000397189,0.0002369,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-03 15:00:00+00:00,2019-01-03 10:00:00,2019,1,3,15,Thursday,1,PJM-RTO,ZONE,27.05,27.606626,0.320353,0.236274,0.02705,0.027606626,0.000320353,0.00023627400000000002,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-03 16:00:00+00:00,2019-01-03 11:00:00,2019,1,3,16,Thursday,1,PJM-RTO,ZONE,26.54,26.996892,0.2343,0.222592,0.026539999999999998,0.026996891999999998,0.0002343,0.000222592,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-03 17:00:00+00:00,2019-01-03 12:00:00,2019,1,3,17,Thursday,1,PJM-RTO,ZONE,25.9,26.399298,0.307974,0.191323,0.0259,0.026399298,0.00030797400000000003,0.000191323,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-03 18:00:00+00:00,2019-01-03 13:00:00,2019,1,3,18,Thursday,1,PJM-RTO,ZONE,25.48,26.018287,0.348475,0.189811,0.02548,0.026018287,0.000348475,0.00018981100000000002,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-03 19:00:00+00:00,2019-01-03 14:00:00,2019,1,3,19,Thursday,1,PJM-RTO,ZONE,24.93,25.459718,0.32156,0.208158,0.02493,0.025459718,0.00032156000000000003,0.000208158,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-03 20:00:00+00:00,2019-01-03 15:00:00,2019,1,3,20,Thursday,1,PJM-RTO,ZONE,24.58,25.166083,0.372617,0.213465,0.024579999999999998,0.025166083,0.000372617,0.00021346499999999998,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-03 21:00:00+00:00,2019-01-03 16:00:00,2019,1,3,21,Thursday,1,PJM-RTO,ZONE,26.5,27.102569,0.320722,0.281847,0.0265,0.027102569,0.000320722,0.000281847,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-03 22:00:00+00:00,2019-01-03 17:00:00,2019,1,3,22,Thursday,1,PJM-RTO,ZONE,30.71,31.511652,0.442776,0.358875,0.03071,0.031511652,0.000442776,0.000358875,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-03 23:00:00+00:00,2019-01-03 18:00:00,2019,1,3,23,Thursday,1,PJM-RTO,ZONE,28.72,29.443417,0.408139,0.315278,0.02872,0.029443417,0.00040813899999999996,0.000315278,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-04 00:00:00+00:00,2019-01-03 19:00:00,2019,1,4,0,Friday,1,PJM-RTO,ZONE,28.73,29.421036,0.371956,0.319079,0.028730000000000002,0.029421036,0.000371956,0.000319079,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-04 01:00:00+00:00,2019-01-03 20:00:00,2019,1,4,1,Friday,1,PJM-RTO,ZONE,27.87,28.573902,0.408661,0.295241,0.027870000000000002,0.028573902,0.000408661,0.00029524099999999996,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-04 02:00:00+00:00,2019-01-03 21:00:00,2019,1,4,2,Friday,1,PJM-RTO,ZONE,25.96,26.532692,0.302309,0.270383,0.02596,0.026532692,0.000302309,0.00027038299999999996,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-04 03:00:00+00:00,2019-01-03 22:00:00,2019,1,4,3,Friday,1,PJM-RTO,ZONE,24.44,24.888412,0.229526,0.218886,0.02444,0.024888412,0.000229526,0.000218886,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-04 04:00:00+00:00,2019-01-03 23:00:00,2019,1,4,4,Friday,1,PJM-RTO,ZONE,22.57,22.932106,0.172784,0.189322,0.02257,0.022932106,0.000172784,0.000189322,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-04 05:00:00+00:00,2019-01-04 00:00:00,2019,1,4,5,Friday,1,PJM-RTO,ZONE,20.11,20.364707,0.098007,0.1567,0.02011,0.020364707,9.8007e-05,0.00015670000000000001,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-04 06:00:00+00:00,2019-01-04 01:00:00,2019,1,4,6,Friday,1,PJM-RTO,ZONE,19.5,19.760137,0.121803,0.138334,0.0195,0.019760137,0.000121803,0.00013833400000000002,True,1,0,0,1
PJM,Day-Ahead,PJM-RTO,1,2019,price_pjm/zone/2019_da_hrl_lmps.csv,USD/MWh,USD/kWh,2019-01-04 07:00:00+00:00,2019-01-04 02:00:00,2019,1,4,7,Friday,1,PJM-RTO,ZONE,19.46,19.702771,0.101162,0.141609,0.01946,0.019702770999999997,0.000101162,0.000141609,True,1,0,0,1
