episode,steps,cumulative_steps,total_return,coordinator_return,mean_local_return,sum_local_return,minimum_local_return,maximum_local_return,local_update_count,coordinator_update_count,terminated_early,mg1_return,mg2_return,mg3_return,mg4_return,mg5_return,moving_average_return,moving_average_coordinator_return,moving_average_local_return,cumulative_local_updates,cumulative_coordinator_updates
525,24,600,-11399.80901252262,-4782.25502671583,-1323.5107971613581,-6617.5539858067905,-1567.5294354690252,-1126.0508422876496,120,24,False,-1211.4450668068262,-1412.7233583567984,-1126.0508422876496,-1299.8052828864918,-1567.5294354690252,-13529.319105547405,-5809.252266439436,-1544.0133678215936,3000,600
526,24,624,-12305.231630316815,-5085.357393514198,-1443.9748473605237,-7219.874236802618,-1695.39446467109,-1233.7916198420053,120,24,False,-1329.9755390338744,-1511.2260389380262,-1233.7916198420053,-1449.4865743176229,-1695.39446467109,-13221.844150773108,-5646.489686393196,-1515.0708928759825,3120,624
527,24,648,-6998.665535566705,-2243.269696364755,-951.07916784039,-4755.39583920195,-1108.3077316386075,-797.2140854997019,120,24,False,-844.1615530634875,-1092.6350887388055,-797.2140854997019,-913.0773802613478,-1108.3077316386075,-13026.424442077012,-5529.293968144739,-1499.4260947864545,3240,648
528,24,672,-8333.699164835783,-3298.0089151996417,-1007.1380499272285,-5035.690249636143,-1182.8850156872106,-874.5991000247649,120,24,False,-929.0532302568577,-1068.0069836933899,-874.5991000247649,-981.1459199739196,-1182.8850156872106,-12719.53329947347,-5377.449793540237,-1468.4167011866466,3360,672
529,24,696,-19529.491925097762,-8877.832000624478,-2130.3319848946567,-10651.659924473282,-2517.2173441745927,-1817.7520296796408,120,24,False,-1976.2499897353887,-2252.543964956535,-1817.7520296796408,-2087.896595927125,-2517.2173441745927,-12747.402682086207,-5389.175513982004,-1471.6454336208403,3480,696
530,24,720,-10478.363455657694,-4347.184691871586,-1226.2357527572215,-6131.178763786107,-1452.9097852722048,-1025.8448636376352,120,24,False,-1149.5382052469695,-1298.6702036779009,-1025.8448636376352,-1204.2157059513966,-1452.9097852722048,-12710.928986800009,-5375.5896010127335,-1467.0678771574544,3600,720
531,24,744,-16532.247540702643,-7425.993290708085,-1821.2508499989115,-9106.254249994558,-2163.1720893989755,-1541.5450562444848,120,24,False,-1690.9862987688603,-1947.1550346849037,-1541.5450562444848,-1763.395770897333,-2163.1720893989755,-12889.882447509855,-5465.686544743139,-1484.8391805533433,3720,744
532,24,768,-20091.132329897257,-9180.207696529274,-2182.1849266735962,-10910.924633367982,-2606.3247652220903,-1857.0574367578142,120,24,False,-2010.192170141686,-2321.8189306601116,-1857.0574367578142,-2115.5313305862796,-2606.3247652220903,-13264.97727681541,-5668.261161746769,-1519.3432230137278,3840,768
533,24,792,-15140.193053917304,-6531.129454725881,-1721.812719838285,-8609.063599191424,-2021.0203342619798,-1433.5515150007732,120,24,False,-1589.3190966133532,-1873.7041617127636,-1433.5515150007732,-1691.468491602554,-2021.0203342619798,-13270.946312269481,-5665.348853841435,-1521.1194916856098,3960,792
534,24,816,-13049.070009798837,-5578.993218509267,-1494.015358257914,-7470.07679128957,-1756.576027878435,-1253.7958146959515,120,24,False,-1383.8294012264257,-1601.3316181536507,-1253.7958146959515,-1474.5439293351064,-1756.576027878435,-13375.64762903914,-5720.110525044039,-1531.1074207990205,4080,816
535,24,840,-12703.72565207605,-5346.296058821148,-1471.48591865098,-7357.4295932549,-1733.035677895881,-1242.7978487262242,120,24,False,-1365.958732773946,-1578.3024915338021,-1242.7978487262242,-1437.3348423250463,-1733.035677895881,-13608.564770357096,-5853.304076568873,-1551.052138757645,4200,840
536,24,864,-21734.652632273654,-10021.278754160056,-2342.6747756227196,-11713.373878113598,-2776.113014741542,-1985.3550408747853,120,24,False,-2163.4253168569294,-2484.444426579746,-1985.3550408747853,-2304.0360790605955,-2776.113014741542,-14108.675306106961,-6102.890546693789,-1601.156951882634,4320,864
537,24,888,-14543.258337484058,-6415.115524618085,-1625.6285625731948,-8128.142812865974,-1910.7841555599912,-1386.2201967257647,120,24,False,-1501.276884607017,-1729.9995597003071,-1386.2201967257647,-1599.862016272894,-1910.7841555599912,-14516.762483779201,-6319.135986668786,-1639.5252994220834,4440,888
538,24,912,-19870.04702654112,-9088.941508301683,-2156.221103647888,-10781.10551823944,-2550.6556424357295,-1848.8932480353944,120,24,False,-1990.2546886528007,-2284.394546170802,-1848.8932480353944,-2106.907392944713,-2550.6556424357295,-14797.187161186044,-6459.8926133103,-1667.4589095751485,4560,912
539,24,936,-9735.99072048429,-3929.9393738993294,-1161.210269316992,-5806.05134658496,-1391.3556399124968,-976.2081466468638,120,24,False,-1087.4291815056424,-1229.300496464521,-976.2081466468638,-1121.7578820554347,-1391.3556399124968,-14989.875911257532,-6576.297395811496,-1682.7157030892074,4680,936
540,24,960,-11915.566393459318,-5102.86004561145,-1362.5412695695734,-6812.706347847867,-1635.1246110571326,-1144.9005984488501,120,24,False,-1255.055615544013,-1453.6731261822417,-1144.9005984488501,-1323.9523966156285,-1635.1246110571326,-13955.401754108167,-6059.0748833400685,-1579.2653741536194,4800,960
541,24,984,-10270.18035928668,-4268.389307453599,-1200.3582103666163,-6001.791051833081,-1432.246796664836,-1035.660501534679,120,24,False,-1099.7095180484782,-1278.973824343712,-1035.660501534679,-1155.2004112413756,-1432.246796664836,-14048.923413990608,-6106.616633155971,-1588.461356166927,4920,984
542,24,1008,-18839.771579168744,-8536.535004972402,-2060.647314839268,-10303.23657419634,-2466.533969454322,-1747.5785994981256,120,24,False,-1879.8593335424907,-2183.5397726388505,-1747.5785994981256,-2025.724899062551,-2466.533969454322,-13980.94340765449,-6071.2504651198515,-1581.9385885069273,5040,1008
543,24,1032,-12649.900041408011,-5443.513714210401,-1441.2772654395217,-7206.386327197609,-1715.1249742248685,-1206.279958530112,120,24,False,-1327.5461653340517,-1553.3905147794,-1206.279958530112,-1404.0447143291772,-1715.1249742248685,-13937.779235724482,-6048.76927609542,-1577.8019919258124,5160,1032
544,24,1056,-16333.432250179918,-7319.584607603781,-1802.7695285152276,-9013.847642576138,-2128.443591932601,-1552.4369662417653,120,24,False,-1668.8788529413162,-1907.073432502417,-1552.4369662417653,-1757.014798958039,-2128.443591932601,-14122.721432533765,-6141.134264220747,-1596.3174336626034,5280,1056
545,24,1080,-8591.285948241384,-3400.9889947044394,-1038.0593907073887,-5190.296953536944,-1229.0160847277969,-901.3643508688608,120,24,False,-963.4464338327814,-1091.5658032262265,-901.3643508688608,-1004.904280881278,-1229.0160847277969,-13982.2952793197,-6072.070962620177,-1582.0448633399049,5400,1080
546,24,1104,-12595.27709331222,-5427.885130004197,-1433.4783926616046,-7167.391963308023,-1695.5760589413394,-1185.6704962315318,120,24,False,-1306.8812842684354,-1571.3781376909367,-1185.6704962315318,-1407.8859861757799,-1695.5760589413394,-13996.797552469472,-6089.1973494446775,-1581.520040604959,5520,1104
547,24,1128,-18977.455903338483,-8648.671532196977,-2065.756874228301,-10328.784371141506,-2448.962881387086,-1768.7549418200024,120,24,False,-1901.8951465456862,-2185.739730057269,-1768.7549418200024,-2023.4316713314633,-2448.962881387086,-14595.737070858062,-6409.467441236289,-1637.2539259243545,5640,1128
548,24,1152,-12520.944726695554,-5386.684968950483,-1426.8519515490143,-7134.2597577450715,-1709.6114707530587,-1206.6310127355375,120,24,False,-1320.6706721988344,-1503.0254946811272,-1206.6310127355375,-1394.3211073765144,-1709.6114707530587,-14805.09934895105,-6513.90124392383,-1658.2396210054437,5760,1152
549,24,1176,-13316.04092876608,-5717.685424679518,-1519.6711008173127,-7598.355504086563,-1822.616399611525,-1289.061684892616,120,24,False,-1401.6931889957405,-1598.6419179294978,-1289.061684892616,-1486.3423126571834,-1822.616399611525,-14494.426799134464,-6355.893915126582,-1627.7065768015764,5880,1176
550,24,1200,-17566.334437013633,-7888.0540250692875,-1935.6560823888692,-9678.280411944346,-2295.4132539362195,-1625.395004548645,120,24,False,-1792.606352431751,-2059.489821767173,-1625.395004548645,-1905.375979260559,-2295.4132539362195,-14848.825348202261,-6532.937381786467,-1663.1775932831588,6000,1200
551,24,1224,-9231.49580958828,-3664.6277142118643,-1113.373619075283,-5566.868095376414,-1315.3833376709515,-934.6356268480029,120,24,False,-1043.7186080921615,-1175.8166492403545,-934.6356268480029,-1097.3138735249427,-1315.3833376709515,-14483.787761646541,-6344.869102961657,-1627.7837317369774,6120,1224
552,24,1248,-15558.40106950952,-6896.3432208579,-1732.4115697303241,-8662.05784865162,-2039.5372902169333,-1498.0412073999646,120,24,False,-1604.9319551161198,-1815.4765282422782,-1498.0412073999646,-1704.0708676763256,-2039.5372902169333,-14257.151198627156,-6230.675879178087,-1605.2950638898137,6240,1248
553,24,1272,-6076.858458195562,-1738.2164683463518,-867.728397969842,-4338.64198984921,-1013.5777323145946,-710.3348754395989,120,24,False,-796.171880412005,-970.0479691493018,-710.3348754395989,-848.5095325337102,-1013.5777323145946,-13803.984468841072,-5991.0302298591105,-1562.5908477963917,6360,1272
554,24,1296,-5800.789744627602,-1679.8496620158498,-824.1880165223505,-4120.940082611753,-963.5119849477767,-684.3284932520064,120,24,False,-757.6697617171999,-902.2996301107706,-684.3284932520064,-813.130212583999,-963.5119849477767,-13441.57045558251,-5796.0730520344405,-1529.0994807096135,6480,1296
555,24,1320,-8647.563466375574,-3308.696478400376,-1067.7733975950398,-5338.866987975199,-1248.9755848459151,-863.8488837251899,120,24,False,-969.1411673782529,-1193.5984531304775,-863.8488837251899,-1063.3028988953627,-1248.9755848459151,-13238.762346297483,-5694.193073013403,-1508.9138546568167,6600,1320
556,24,1344,-12677.066694178427,-5485.826729040011,-1438.2479930276834,-7191.239965138417,-1726.6175305890947,-1208.8030181027914,120,24,False,-1323.8521409858763,-1535.4622961425293,-1208.8030181027914,-1396.504979318125,-1726.6175305890947,-12785.883049392722,-5467.420471757399,-1463.6925155270646,6720,1344
557,24,1368,-18217.7918361913,-8244.183652606349,-1994.7216367169901,-9973.60818358495,-2427.2129091016886,-1643.5754663207317,120,24,False,-1826.0271408232534,-2156.1544544533017,-1643.5754663207317,-1920.6382128859748,-2427.2129091016886,-12969.609724328086,-5558.873878156813,-1482.1471692342545,6840,1368
558,24,1392,-17270.552409840628,-7770.713089211188,-1899.9678641258881,-9499.83932062944,-2243.592574465259,-1623.8557105032737,120,24,False,-1761.0809754790948,-2008.4077262239775,-1623.8557105032737,-1862.902333957835,-2243.592574465259,-12839.634993493059,-5492.9624572022885,-1469.3345072581544,6960,1392
559,24,1416,-15144.19510782427,-6715.952097935688,-1685.6486019777162,-8428.243009888582,-2014.1099891328336,-1436.7063684041068,120,24,False,-1545.6301537048341,-1788.5836621859983,-1436.7063684041068,-1643.21283646081,-2014.1099891328336,-13110.04521286006,-5632.263093404106,-1495.5564238911907,7080,1416
560,24,1440,-17790.906046966393,-8037.117314374104,-1950.757746518458,-9753.78873259229,-2278.266420843766,-1677.251878603163,120,24,False,-1807.5090649704334,-2075.1816973826944,-1677.251878603163,-1915.5796707922332,-2278.266420843766,-13403.81219553541,-5778.975956842239,-1524.967247738635,7200,1440
561,24,1464,-21082.926181586416,-9617.559981570374,-2293.0732400032084,-11465.366200016042,-2705.6315608306777,-1952.5093713654724,120,24,False,-2120.2806974491446,-2429.414643794699,-1952.5093713654724,-2257.5299265760486,-2705.6315608306777,-13944.4494866504,-6046.4344905480775,-1579.6029992204644,7320,1464
562,24,1488,-11878.515934909748,-4840.902724441776,-1407.5226420935946,-7037.613210467974,-1665.6020290478282,-1175.1251373289504,120,24,False,-1309.5077304659017,-1489.9284158543521,-1175.1251373289504,-1397.4498977709407,-1665.6020290478282,-13596.38670443745,-5861.652876521546,-1546.9467655831806,7440,1488
563,24,1512,-21707.916359329378,-10013.789491719388,-2338.8253735219982,-11694.126867609992,-2825.3428095379018,-1943.7478873035845,120,24,False,-2146.5671668463146,-2507.919623263194,-1943.7478873035845,-2270.549380658996,-2825.3428095379018,-14049.287520333517,-6090.166665396995,-1591.8241709873048,7560,1512
564,24,1536,-20287.950027460553,-9276.959589155496,-2202.198087661011,-11010.990438305054,-2624.434319027672,-1854.6579720556115,120,24,False,-2042.0790479554005,-2333.8765082161176,-1854.6579720556115,-2155.9425910502523,-2624.434319027672,-14247.013409197552,-6188.035414474582,-1611.7955989445938,7680,1536
565,24,1560,-10083.592193488068,-3996.786546829053,-1217.3611293318029,-6086.805646659014,-1445.0400221169737,-1027.548329933189,120,24,False,-1123.0641599326668,-1294.774024423383,-1027.548329933189,-1196.3791102528007,-1445.0400221169737,-14321.628721459889,-6217.825292080812,-1620.7606858758147,7800,1560
566,24,1584,-18897.490761399404,-8593.459594648039,-2060.806233350273,-10304.031166751365,-2447.7692375514393,-1754.953728264593,120,24,False,-1893.9443538858015,-2194.6582376385527,-1754.953728264593,-2012.7056094109778,-2447.7692375514393,-14636.739404864245,-6376.104015313003,-1652.127077910248,7920,1584
567,24,1608,-14570.35071026333,-6441.076035903907,-1625.8549348718848,-8129.274674359424,-1929.2687536471394,-1368.0256797107738,120,24,False,-1498.4058571939845,-1746.702246472828,-1368.0256797107738,-1586.8721373346991,-1929.2687536471394,-14416.384145210486,-6265.724240498351,-1630.1319809424272,8040,1608
568,24,1632,-12957.382841102313,-5608.529021668436,-1469.7707638867755,-7348.853819433878,-1752.0536231993592,-1249.3507663370115,120,24,False,-1364.804041941814,-1573.6664721240813,-1249.3507663370115,-1408.978915831613,-1752.0536231993592,-14438.206050930825,-6276.816443134248,-1632.2779215593152,8160,1632
569,24,1656,-14461.946187881182,-6272.055127537594,-1637.9782120687178,-8189.891060343589,-1910.421240410512,-1387.4526413257297,120,24,False,-1521.1946949810158,-1744.4494277570031,-1387.4526413257297,-1626.3730558693276,-1910.421240410512,-14495.50131388658,-6304.534928277151,-1638.1932771218858,8280,1656
570,24,1680,-5664.9532061135,-1585.3430502045812,-815.9220311817837,-4079.610155908919,-948.4032289648945,-685.6505820523804,120,24,False,-753.7966154600293,-895.8890486791828,-685.6505820523804,-795.8706807524316,-948.4032289648945,-13900.432252341572,-5989.3993795339165,-1582.2065745615314,8400,1680
571,24,1704,-15745.938645366434,-6998.9025319049915,-1749.4072226922885,-8747.036113461443,-2064.853946707839,-1491.2015865910357,120,24,False,-1616.4588288824941,-1857.1494074528161,-1491.2015865910357,-1717.372343827259,-2064.853946707839,-14226.154394130479,-6156.113120418573,-1614.0082547423815,8520,1704
572,24,1728,-17908.557932911008,-8108.804986335322,-1959.9505893151374,-9799.752946575687,-2343.7411461473803,-1674.3353601259432,120,24,False,-1816.8022831146247,-2069.1085464478056,-1674.3353601259432,-1895.7656107399337,-2343.7411461473803,-14343.662237300556,-6216.736208692443,-1625.385205721622,8640,1728
573,24,1752,-15419.456358481048,-6854.26064796713,-1713.0391421027834,-8565.195710513917,-2069.8221390434915,-1426.0495194558139,120,24,False,-1565.46713739764,-1842.146973188977,-1426.0495194558139,-1661.709941427995,-2069.8221390434915,-14810.79213231483,-6472.538417673482,-1667.650742928269,8760,1752
574,24,1776,-11369.042504978439,-4820.91477500803,-1309.625545994082,-6548.12772997041,-1560.9231192975842,-1106.2698366858824,120,24,False,-1213.03016270988,-1389.5850219856463,-1106.2698366858824,-1278.319589291417,-1560.9231192975842,-15089.204770332368,-6629.591673323093,-1691.9226194018556,8880,1776
575,24,1800,-20054.387063076898,-9152.29202008149,-2180.4190085990817,-10902.095042995408,-2583.106027468257,-1854.8875110138492,120,24,False,-2020.301513486387,-2310.4602033800006,-1854.8875110138492,-2133.3397876469153,-2583.106027468257,-15659.545950167438,-6921.771450407148,-1747.554899952058,9000,1800
576,24,1824,-11504.994412963748,-4819.445078852503,-1337.109866822249,-6685.549334111244,-1574.621539271275,-1108.8163075138823,120,24,False,-1240.5933316125702,-1424.9555842884329,-1108.8163075138823,-1336.5625714250843,-1574.621539271275,-15600.942336106702,-6888.452367897773,-1742.4979936417863,9120,1824
577,24,1848,-15330.12690388483,-6808.48678832324,-1704.3280231123179,-8521.64011556159,-2015.4094698108029,-1452.749282520912,120,24,False,-1581.1554039380114,-1805.1900413093156,-1452.749282520912,-1667.1359179825463,-2015.4094698108029,-15456.559089491377,-6816.667524683617,-1727.9783129615528,9240,1848
578,24,1872,-13175.939008698799,-5736.1101192480555,-1487.9657778901487,-7439.828889450743,-1782.4750790953194,-1236.9348104866322,120,24,False,-1356.8242555035492,-1612.6043085744766,-1236.9348104866322,-1450.9904357907653,-1782.4750790953194,-15251.828419434285,-6714.937376185459,-1707.3782086497654,9360,1872
579,24,1896,-15513.063381306984,-6876.081941519346,-1727.3962879575276,-8636.981439787638,-2063.346678952509,-1466.2998915930673,120,24,False,-1584.486037089321,-1824.4713215925112,-1466.2998915930673,-1698.3775105602292,-2063.346678952509,-15270.271833108423,-6722.943868364642,-1709.4655929487562,9480,1896
580,24,1920,-14736.186171224821,-6505.216518104128,-1646.1939306241384,-8230.969653120692,-1964.4435649973982,-1373.1193883731412,120,24,False,-1503.7485712500707,-1789.17475634568,-1373.1193883731412,-1600.4833721544023,-1964.4435649973982,-15117.535839321345,-6646.348828551143,-1694.2374021540404,9600,1920
581,24,1944,-10821.653120357223,-4289.261615605399,-1306.4783009503647,-6532.391504751823,-1547.8747153059687,-1100.5174554978462,120,24,False,-1193.0856693471842,-1380.64587208749,-1100.5174554978462,-1310.2677925133346,-1547.8747153059687,-14604.472186259885,-6379.933910252896,-1644.907655201398,9720,1944
582,24,1968,-18069.237434953273,-8190.976059917722,-1975.6522750071101,-9878.26137503555,-2394.8771446776605,-1653.2512458421288,120,24,False,-1800.221215383225,-2108.653895925062,-1653.2512458421288,-1921.2578732074733,-2394.8771446776605,-14914.008261262057,-6547.437577026693,-1673.314136847074,9840,1968
583,24,1992,-13445.140752112173,-5892.801789801105,-1510.4677924622138,-7552.338962311069,-1830.8020240110955,-1254.221466195562,120,24,False,-1389.4986733648107,-1625.902935091172,-1254.221466195562,-1451.9138636484288,-1830.8020240110955,-14500.8694809012,-6341.38819193078,-1631.896257794085,9960,1992
584,24,2016,-8520.732465905261,-3087.667549155659,-1086.6129833499203,-5433.064916749602,-1295.9735665691512,-891.8515824885143,120,24,False,-994.7465911573915,-1128.2309744198312,-891.8515824885143,-1122.2622021147138,-1295.9735665691512,-13912.508602823436,-6031.923589930787,-1576.11700257853,10080,2016
585,24,2040,-11619.983744540397,-4876.788434384571,-1348.6390620311654,-6743.1953101558265,-1593.9997300209338,-1165.8185617594247,120,24,False,-1261.5230451643406,-1415.9247323566726,-1165.8185617594247,-1305.9292408544547,-1593.9997300209338,-13989.328180376056,-6075.923684308562,-1582.6808992134982,10200,2040
586,24,2064,-15256.211179308619,-6767.236045609685,-1697.7950267397869,-8488.975133698934,-2037.6146235876568,-1414.8713326670259,120,24,False,-1554.5200312113336,-1838.1048481663415,-1414.8713326670259,-1643.8642980665763,-2037.6146235876568,-13807.264201271511,-5984.612506856644,-1564.5303388829739,10320,2064
587,24,2088,-11973.189923915616,-5144.402201773328,-1365.7575444284575,-6828.787722142288,-1613.5355410243305,-1174.864373457079,120,24,False,-1274.5495429521638,-1440.2229238252812,-1174.864373457079,-1325.6153408834323,-1613.5355410243305,-13677.406161954128,-5919.7788151501145,-1551.5254693608026,10440,2088
588,24,2112,-10172.075076272924,-4081.051616736788,-1218.2046919072272,-6091.023459536136,-1466.3072553488078,-1010.945626244059,120,24,False,-1094.4200464092607,-1285.9534912413528,-1010.945626244059,-1233.397040292656,-1466.3072553488078,-13538.140773712657,-5843.404944903532,-1538.9471657618249,10560,2112
589,24,2136,-20974.430468482595,-9628.316186460488,-2269.2228564044212,-11346.114282022107,-2690.13263915302,-1944.2486637078775,120,24,False,-2091.7328901762007,-2407.4428439534204,-1944.2486637078775,-2212.557245031588,-2690.13263915302,-13863.764987742728,-6011.217997849678,-1570.5093979786102,10680,2136
590,24,2160,-10233.606170255181,-4215.7013166419765,-1203.5809707226408,-6017.904853613204,-1387.089608521701,-1029.1488496597515,120,24,False,-1104.7294393292104,-1275.9120841051838,-1029.1488496597515,-1221.0248719973579,-1387.089608521701,-14092.197635949811,-6142.735911171548,-1589.8923449556528,10800,2160
591,24,2184,-18159.465259937228,-8218.674570222345,-1988.1581379429765,-9940.790689714882,-2411.128373553801,-1653.231329814903,120,24,False,-1822.9234496318677,-2116.7033746915367,-1653.231329814903,-1936.804162022774,-2411.128373553801,-14212.873966678355,-6203.724513087415,-1601.8298907181875,10920,2184
