test_episode,start_index,total_return,coordinator_return,mean_local_return_per_mg,load_kwh,pv_kwh,ev_kwh,grid_import_kwh,grid_export_kwh,grid_purchase_cost_usd,grid_sale_revenue_usd,reserve_revenue_usd,market_profit_usd,net_market_cost_usd,bess_throughput_kwh,bess_degradation_cost_usd,sharing_scheduled_kwh,sharing_received_kwh,sharing_loss_kwh,peak_grid_import_kw,peak_grid_export_kw,mean_absolute_grid_exchange_kw,power_balance_violation_steps,transformer_violation_steps,mode
15.5,684.3,-16817.25650505125,-7519.605071386594,-1859.530286732931,48194.493233947054,7739.178060431239,10241.619412176737,48599.632789888965,24.06435742533241,9255.215723898566,3.1881859209716965,1736.2315424233675,-7515.795995554227,7515.7959955542265,2121.7854883043833,42.43570976608767,20.966753772990597,20.547418697530784,0.41933507545981197,3319.8071060640764,19.173401206396814,2025.9343832704228,0.0,0.0,full_fc_hmarl
15.5,684.3,-19301.22101060412,-9651.38531969459,-1929.967138181906,48194.493233947054,7739.178060431239,10241.619412176737,50714.11680519814,17.182219505583863,9649.83569090953,2.2594470473073005,0.0,-9647.576243862222,9647.576243862222,0.0,0.0,0.0,0.0,0.0,3344.0340709517145,12.694922283620624,2113.784778160012,0.0,0.0,passive_grid_only
